gene	pct.1	pct.2	enrich.ratio	avg_logFC	gene.score	p_val_adj
AGFG1	0.04	0.134	0.29851	-0.16976	-0.05068	0
TMEM14B	0.202	0.347	0.58213	-0.08706	-0.05068	0
ZNF354A	0.059	0.161	0.36646	-0.13857	-0.05078	0
CDKN2AIP	0.11	0.248	0.44355	-0.11454	-0.05081	0
TBC1D1	0.05	0.164	0.30488	-0.16683	-0.05086	0
RPL28	0.953	0.989	0.9636	-0.05279	-0.05087	3e-5
CXorf23	0.04	0.13	0.30769	-0.16535	-0.05088	0
HIST1H1C	0.085	0.172	0.49419	-0.10296	-0.05088	0
NCOR2	0.083	0.193	0.43005	-0.11857	-0.05099	0
TRIP12	0.136	0.242	0.56198	-0.0908	-0.05103	0
ERICH1	0.159	0.298	0.53356	-0.09565	-0.05104	0
SYT6	0.066	0.144	0.45833	-0.11145	-0.05108	0
UQCR10	0.396	0.613	0.646	-0.07908	-0.051090000000000003	0
TRAF4	0.109	0.24	0.45417	-0.11261	-0.05114	0
NSUN6	0.098	0.225	0.43556	-0.11743	-0.05115	0
PAK1	0.12	0.234	0.51282	-0.09974	-0.05115	0
LRPPRC	0.104	0.207	0.50242	-0.10195	-0.05122	0
TPM4	0.208	0.383	0.54308	-0.09438	-0.05126	0
CALR	0.219	0.403	0.54342	-0.09438	-0.05129	0
ELAVL1	0.09	0.214	0.42056	-0.12202	-0.05132	0
SNHG9	0.035	0.154	0.22727	-0.22612	-0.05139	0
SNHG15	0.103	0.203	0.50739	-0.1013	-0.0514	0
HECTD1	0.193	0.351	0.54986	-0.0936	-0.05146	0
MYT1L	0.427	0.628	0.67994	-0.07574	-0.0515	0
ANKRA2	0.074	0.155	0.47742	-0.10787	-0.0515	0
RC3H1	0.06	0.146	0.41096	-0.12539	-0.05153	0
YTHDC2	0.076	0.185	0.41081	-0.12556	-0.05158	0
NCS1	0.048	0.159	0.30189	-0.17094	-0.0516	0
CKAP2	0.097	0.194	0.5	-0.1032	-0.0516	0
BAZ1B	0.186	0.339	0.54867	-0.09409	-0.05162	0
TUSC1	0.038	0.162	0.23457	-0.22017	-0.05164	0
MTRF1L	0.064	0.148	0.43243	-0.11941	-0.05164	0
GPSM1	0.05	0.154	0.32468	-0.15908	-0.05165	0
DOCK7	0.111	0.23	0.48261	-0.10702	-0.05165	0
INTU	0.096	0.187	0.51337	-0.10068	-0.05169	0
ZHX3	0.063	0.143	0.44056	-0.11743	-0.05173	0
PAG1	0.3	0.44	0.68182	-0.07589	-0.05174	0
ZNF48	0.048	0.163	0.29448	-0.17574	-0.05175	0
AHDC1	0.11	0.215	0.51163	-0.10119	-0.05177	0
SLC8A1	0.077	0.171	0.45029	-0.11498	-0.05178	0
KIAA1109	0.17	0.287	0.59233	-0.08743	-0.05179	0
PTPN12	0.116	0.227	0.51101	-0.10142	-0.05183	0
AMOTL2	0.089	0.204	0.43627	-0.11888	-0.05186	0
MORC2-AS1	0.072	0.182	0.3956	-0.13148	-0.05201	0
PPFIA1	0.076	0.171	0.44444	-0.1171	-0.05204	0
ADPRHL2	0.077	0.168	0.45833	-0.11366	-0.05209	0
PGLS	0.195	0.357	0.54622	-0.09538	-0.0521	0
DDX46	0.353	0.546	0.64652	-0.08061	-0.05212	0
AFF3	0.103	0.2	0.515	-0.10124	-0.05214	0
KLHL7	0.189	0.325	0.58154	-0.08974	-0.05219	0
ADRBK1	0.036	0.132	0.27273	-0.1914	-0.0522	0
MLEC	0.078	0.166	0.46988	-0.11114	-0.05222	0
TCTEX1D2	0.106	0.214	0.49533	-0.10548	-0.05225	0
CAPNS1	0.057	0.154	0.37013	-0.14124	-0.05228	0
CDC42EP3	0.19	0.318	0.59748	-0.08758	-0.05233	0
PLPPR5	0.065	0.144	0.45139	-0.11606	-0.05239	0
CAMSAP2	0.116	0.217	0.53456	-0.09807	-0.05242	0
ANKRD49	0.073	0.166	0.43976	-0.11936	-0.05249	0
STRBP	0.143	0.281	0.5089	-0.1032	-0.05252	0
RCOR2	0.086	0.197	0.43655	-0.12032	-0.05253	0
HERC2	0.145	0.297	0.48822	-0.10775	-0.05261	0
SMARCA5	0.294	0.483	0.6087	-0.08647	-0.05263	0
C20orf24	0.05	0.174	0.28736	-0.18317	-0.05264	0
LINC00493	0.268	0.456	0.58772	-0.08965	-0.05269	0
PTPN11	0.101	0.214	0.47196	-0.11176	-0.05275	0
ZBED4	0.061	0.173	0.3526	-0.14973	-0.05279	0
SMIM15	0.16	0.276	0.57971	-0.09116	-0.05284	0
CSNK1G3	0.124	0.268	0.46269	-0.11457	-0.05301	0
TCEA2	0.124	0.26	0.47692	-0.11116	-0.05302	0
NME3	0.134	0.274	0.48905	-0.10843	-0.05303	0
ZMYND8	0.142	0.27	0.52593	-0.10084	-0.05303	0
MRGBP	0.042	0.173	0.24277	-0.21853	-0.05305	0
KIAA2026	0.129	0.253	0.50988	-0.10423	-0.05315	0
WNK3	0.132	0.257	0.51362	-0.10352	-0.05317	0
KLHL8	0.072	0.167	0.43114	-0.12339	-0.0532	0
WNK2	0.081	0.211	0.38389	-0.13863	-0.05322	0
TRIM23	0.068	0.176	0.38636	-0.13788	-0.05327	0
C11orf95	0.084	0.197	0.4264	-0.12498	-0.05329	0
KDM4B	0.085	0.212	0.40094	-0.13308	-0.05336	0
FAM19A5	0.08	0.195	0.41026	-0.13034	-0.05347	0
DHX15	0.118	0.222	0.53153	-0.10081	-0.05359	0
NKAIN1	0.071	0.185	0.38378	-0.13967	-0.0536	0
WDR60	0.114	0.225	0.50667	-0.10586	-0.05363	0
TRIM33	0.174	0.314	0.55414	-0.09681	-0.05365	0
C2orf69	0.108	0.216	0.5	-0.10731	-0.05365	0
FKBP1B	0.06	0.145	0.41379	-0.12966	-0.05365	0
PLXNA3	0.062	0.143	0.43357	-0.12412	-0.05382	0
ADGRB2	0.07	0.177	0.39548	-0.13619	-0.05386	0
NRXN2	0.067	0.153	0.43791	-0.12304	-0.05388	0
ZNF652	0.052	0.15	0.34667	-0.15546	-0.05389	0
HOMER3	0.045	0.16	0.28125	-0.19191	-0.05398	0
RTN2	0.047	0.208	0.22596	-0.23906	-0.05402	0
UBN2	0.081	0.176	0.46023	-0.11738	-0.05402	0
C19orf24	0.057	0.154	0.37013	-0.14607	-0.05406	0
C14orf132	0.262	0.436	0.60092	-0.08999	-0.05408	0
ING1	0.045	0.156	0.28846	-0.18797	-0.05422	0
DSTYK	0.064	0.146	0.43836	-0.12369	-0.05422	0
GRID2	0.048	0.14	0.34286	-0.15839	-0.0543	0
DYNC1LI2	0.321	0.504	0.6369	-0.08528	-0.05432	0
NETO2	0.184	0.343	0.53644	-0.10128	-0.05433	0
CLTA	0.387	0.598	0.64716	-0.08407	-0.05441	0
GTF2I	0.646	0.824	0.78398	-0.06941	-0.05441	0
VPS37D	0.034	0.203	0.16749	-0.3249	-0.05442	0
CASD1	0.076	0.16	0.475	-0.1147	-0.05448	0
MALSU1	0.09	0.195	0.46154	-0.1181	-0.05451	0
SLC39A10	0.204	0.359	0.56825	-0.096	-0.05455	0
FOXP1	0.047	0.106	0.4434	-0.12302	-0.05455	0
MBD3	0.036	0.136	0.26471	-0.20612	-0.05456	0
ANK3	0.242	0.41	0.59024	-0.09245	-0.05457	0
NCBP2	0.308	0.459	0.67102	-0.08143	-0.05464	0
ZNF93	0.052	0.141	0.36879	-0.14832	-0.0547	0
PKD1	0.058	0.14	0.41429	-0.13211	-0.05473	0
SQSTM1	0.104	0.205	0.50732	-0.1079	-0.05474	0
ID4	0.065	0.168	0.3869	-0.14162	-0.05479	0
ZSWIM6	0.077	0.176	0.4375	-0.12531	-0.05483	0
ARPC5L	0.093	0.21	0.44286	-0.12385	-0.05485	0
USP48	0.148	0.289	0.51211	-0.10732	-0.05496	0
MRPL33	0.184	0.331	0.55589	-0.09906	-0.05507	0
PAIP1	0.221	0.38	0.58158	-0.09474	-0.0551	0
WSB2	0.058	0.17	0.34118	-0.16166	-0.05515	0
PPP1CB	0.172	0.334	0.51497	-0.10712	-0.05516	0
L1CAM	0.07	0.165	0.42424	-0.13029	-0.05527	0
TMEM259	0.059	0.197	0.29949	-0.18462	-0.05529	0
PIM3	0.035	0.182	0.19231	-0.28772	-0.05533	0
TAF11	0.208	0.374	0.55615	-0.09949	-0.05533	0
SAT2	0.35	0.558	0.62724	-0.08823	-0.05534	0
MRPL36	0.109	0.224	0.48661	-0.11381	-0.05538	0
DDX52	0.16	0.316	0.50633	-0.10954	-0.05546	0
B4GALNT4	0.043	0.186	0.23118	-0.23993	-0.05547	0
MECP2	0.137	0.264	0.51894	-0.10709	-0.05557	0
TNRC18	0.039	0.167	0.23353	-0.23849	-0.0557	0
MICU3	0.042	0.163	0.25767	-0.21617	-0.0557	0
NDUFAF2	0.12	0.253	0.47431	-0.1175	-0.05573	0
CAPN7	0.074	0.187	0.39572	-0.14115	-0.05585	0
NFIL3	0.033	0.236	0.13983	-0.39965	-0.05588	0
LEO1	0.14	0.286	0.48951	-0.1143	-0.05595	0
PBRM1	0.317	0.482	0.65768	-0.08507	-0.05595	0
TSPAN14	0.124	0.235	0.52766	-0.10604	-0.05596	0
RAB12	0.034	0.188	0.18085	-0.30961	-0.05599	0
UBTD2	0.064	0.191	0.33508	-0.16735	-0.05608	0
MEX3C	0.05	0.164	0.30488	-0.18403	-0.05611	0
PDCD4	0.076	0.189	0.40212	-0.13953	-0.05611	0
NXN	0.065	0.168	0.3869	-0.14506	-0.05613	0
EXOSC6	0.043	0.172	0.25	-0.22525	-0.05631	0
CALD1	0.393	0.556	0.70683	-0.07968	-0.05632	0
FHL1	0.17	0.328	0.51829	-0.10881	-0.05639	0
UBL5	0.472	0.687	0.68705	-0.08227	-0.05652	0
SCG3	0.371	0.564	0.6578	-0.086	-0.05657	0
MRPS31	0.149	0.273	0.54579	-0.10366	-0.05658	0
DPH7	0.069	0.166	0.41566	-0.13648	-0.05673	0
USP7	0.084	0.215	0.3907	-0.14552	-0.05686	0
FAM177A1	0.144	0.274	0.52555	-0.10818	-0.05686	0
BRSK1	0.055	0.151	0.36424	-0.15621	-0.0569	0
TRIM13	0.198	0.374	0.52941	-0.1076	-0.05697	0
TM9SF3	0.072	0.183	0.39344	-0.14488	-0.057	0
PLCL2	0.04	0.15	0.26667	-0.21394	-0.05705	0
GPCPD1	0.062	0.164	0.37805	-0.15093	-0.05706	0
MRPL1	0.17	0.306	0.55556	-0.10272	-0.05707	0
TIA1	0.257	0.422	0.609	-0.09375	-0.05709	0
RNF7	0.214	0.372	0.57527	-0.09927	-0.05711	0
RBFA	0.095	0.235	0.40426	-0.1413	-0.05712	0
SPTBN1	0.165	0.294	0.56122	-0.10191	-0.05719	0
DNAJC21	0.041	0.183	0.22404	-0.25529	-0.0572	0
KIDINS220	0.535	0.746	0.71716	-0.07987	-0.05728	0
PURA	0.039	0.133	0.29323	-0.19556	-0.05734	0
USP15	0.152	0.285	0.53333	-0.10758	-0.05738	0
LENG8	0.068	0.174	0.3908	-0.14688	-0.0574	0
PALMD	0.344	0.515	0.66796	-0.08597	-0.05742	0
ANKRD12	0.485	0.698	0.69484	-0.08275	-0.0575	0
KBTBD2	0.054	0.156	0.34615	-0.16633	-0.05758	0
TFG	0.119	0.245	0.48571	-0.11854	-0.05758	0
SOS2	0.067	0.167	0.4012	-0.14358	-0.0576	0
ADGRG1	0.146	0.273	0.5348	-0.10776	-0.05763	0
COIL	0.133	0.285	0.46667	-0.12372	-0.05773	0
GSK3A	0.04	0.188	0.21277	-0.27146	-0.05776	0
NIFK	0.184	0.348	0.52874	-0.10926	-0.05777	0
WBP4	0.133	0.256	0.51953	-0.11127	-0.05781	0
CEBPZ	0.188	0.358	0.52514	-0.1101	-0.05782	0
CSPP1	0.108	0.222	0.48649	-0.11899	-0.05788	0
RASGEF1B	0.232	0.395	0.58734	-0.0986	-0.05791	0
HIVEP1	0.041	0.138	0.2971	-0.19529	-0.05802	0
KIAA0895L	0.092	0.203	0.4532	-0.12816	-0.05808	0
USP14	0.106	0.221	0.47964	-0.1211	-0.05808	0
RFX1	0.055	0.176	0.3125	-0.18591	-0.0581	0
TTYH3	0.054	0.162	0.33333	-0.17431	-0.0581	0
CCDC66	0.145	0.279	0.51971	-0.11179	-0.0581	0
ZRANB1	0.082	0.219	0.37443	-0.15553	-0.05823	0
EPB41L4A-AS1	0.321	0.503	0.63817	-0.09125	-0.05824	0
TP53RK	0.096	0.226	0.42478	-0.13715	-0.05826	0
KIN	0.088	0.204	0.43137	-0.13508	-0.05827	0
PA2G4	0.296	0.501	0.59082	-0.09876	-0.05835	0
GON4L	0.131	0.249	0.5261	-0.11102	-0.05841	0
INO80D	0.092	0.206	0.4466	-0.13082	-0.05843	0
NLRP1	0.18	0.373	0.48257	-0.12114	-0.05846	0
XRRA1	0.076	0.189	0.40212	-0.1454	-0.05847	0
DDX27	0.119	0.252	0.47222	-0.12384	-0.05848	0
SH3PXD2A	0.107	0.229	0.46725	-0.12525	-0.05852	0
FAM184A	0.045	0.174	0.25862	-0.22659	-0.0586	0
DHX29	0.178	0.315	0.56508	-0.10376	-0.05863	0
TMOD1	0.077	0.18	0.42778	-0.13713	-0.05866	0
ZNF219	0.056	0.169	0.33136	-0.17709	-0.05868	0
BTBD7	0.08	0.188	0.42553	-0.13793	-0.05869	0
CTSF	0.084	0.211	0.3981	-0.14761	-0.05876	0
CTDNEP1	0.088	0.218	0.40367	-0.14572	-0.05882	0
ULK1	0.053	0.177	0.29944	-0.19659	-0.05887	0
ATMIN	0.056	0.181	0.30939	-0.19032	-0.05888	0
CYHR1	0.083	0.201	0.41294	-0.14262	-0.05889	0
PDCD2	0.06	0.161	0.37267	-0.15811	-0.05892	0
UIMC1	0.061	0.158	0.38608	-0.15267	-0.05894	0
SENP6	0.163	0.297	0.54882	-0.10748	-0.05899	0
UBAC1	0.044	0.186	0.23656	-0.24965	-0.05906	0
CSNK2A2	0.048	0.198	0.24242	-0.24379	-0.0591	0
SYNC	0.088	0.201	0.43781	-0.13499	-0.0591	0
STUB1	0.123	0.261	0.47126	-0.12552	-0.05915	0
CARD19	0.085	0.193	0.44041	-0.13447	-0.05922	0
SMG6	0.081	0.212	0.38208	-0.15513	-0.05927	0
LBR	0.224	0.375	0.59733	-0.09935	-0.05934	0
CNOT2	0.269	0.454	0.59251	-0.10022	-0.05938	0
ADRA2A	0.095	0.217	0.43779	-0.13591	-0.0595	0
ICA1L	0.104	0.239	0.43515	-0.13686	-0.05955	0
MRPS26	0.166	0.325	0.51077	-0.11671	-0.05961	0
COL9A2	0.154	0.287	0.53659	-0.11112	-0.05962	0
MAP1LC3A	0.164	0.341	0.48094	-0.12408	-0.05967	0
ZNF669	0.134	0.267	0.50187	-0.11896	-0.0597	0
HLTF	0.221	0.393	0.56234	-0.10618	-0.05971	0
CTTN	0.077	0.199	0.38693	-0.15435	-0.05972	0
ARF6	0.093	0.197	0.47208	-0.12674	-0.05983	0
SIGIRR	0.089	0.195	0.45641	-0.13123	-0.05989	0
AFG3L2	0.056	0.173	0.3237	-0.18509	-0.05991	0
CUL1	0.104	0.222	0.46847	-0.12813	-0.06003	0
RRP1B	0.079	0.187	0.42246	-0.14213	-0.06004	0
KANSL1	0.153	0.297	0.51515	-0.1171	-0.06032	0
CCNY	0.059	0.195	0.30256	-0.19946	-0.06035	0
SEPT2	0.209	0.371	0.56334	-0.10721	-0.06039	0
KMT2B	0.036	0.202	0.17822	-0.33921	-0.06045	0
BORCS7	0.124	0.235	0.52766	-0.11467	-0.0605	0
PITHD1	0.093	0.233	0.39914	-0.15162	-0.06052	0
GOLIM4	0.175	0.306	0.5719	-0.10594	-0.06058	0
RAF1	0.15	0.263	0.57034	-0.10638	-0.06067	0
SCRN1	0.163	0.288	0.56597	-0.10729	-0.06072	0
HIF1A	0.149	0.281	0.53025	-0.11454	-0.06073	0
TERF2IP	0.536	0.768	0.69792	-0.08729	-0.06092	0
C17orf89	0.063	0.168	0.375	-0.16255	-0.06096	0
MCPH1	0.111	0.233	0.47639	-0.12795	-0.06096	0
SEMA6C	0.049	0.142	0.34507	-0.17699	-0.06107	0
SNRPF	0.41	0.62	0.66129	-0.09235	-0.06107	0
SYNRG	0.19	0.356	0.53371	-0.11444	-0.06108	0
CLSTN1	0.129	0.238	0.54202	-0.11287	-0.06118	0
SENP5	0.051	0.175	0.29143	-0.20995	-0.06119	0
HNRNPDL	0.859	0.952	0.90231	-0.06781	-0.06119	1e-5
RNF19A	0.158	0.316	0.5	-0.12247	-0.06123	0
ZNF639	0.047	0.178	0.26404	-0.23195	-0.06125	0
KLHL24	0.248	0.407	0.60934	-0.10056	-0.06128	0
THUMPD3-AS1	0.117	0.244	0.47951	-0.12796	-0.06136	0
STARD4-AS1	0.099	0.223	0.44395	-0.13846	-0.06147	0
SRRM3	0.082	0.205	0.4	-0.15383	-0.06153	0
MYL6B	0.409	0.622	0.65756	-0.09366	-0.06159	0
TUBGCP2	0.159	0.317	0.50158	-0.12292	-0.06165	0
MTA1	0.06	0.194	0.30928	-0.19949	-0.0617	0
KCMF1	0.047	0.18	0.26111	-0.23666	-0.06179	0
STAG2	0.158	0.297	0.53199	-0.1162	-0.06182	0
SERP2	0.145	0.278	0.52158	-0.11858	-0.06185	0
PYURF	0.213	0.366	0.58197	-0.10627	-0.06185	0
YIPF4	0.128	0.246	0.52033	-0.11905	-0.06194	0
BAIAP2-AS1	0.06	0.194	0.30928	-0.20029	-0.06195	0
NUB1	0.102	0.213	0.47887	-0.12971	-0.06212	0
PUM1	0.236	0.4	0.59	-0.10537	-0.06217	0
PRKAR2B	0.057	0.169	0.33728	-0.18466	-0.06228	0
BCYRN1	0.045	0.143	0.31469	-0.19815	-0.06235	0
DIS3	0.104	0.226	0.46018	-0.1356	-0.0624	0
GATAD1	0.049	0.172	0.28488	-0.21906	-0.06241	0
SLC25A36	0.247	0.417	0.59233	-0.10536	-0.06241	0
USP22	0.214	0.395	0.54177	-0.11527	-0.06245	0
LARP1B	0.066	0.172	0.38372	-0.16274	-0.06245	0
STAM	0.095	0.221	0.42986	-0.14566	-0.06261	0
RPL12	0.898	0.974	0.92197	-0.06793	-0.06263	0
SHB	0.041	0.2	0.205	-0.30603	-0.06274	0
PPP2R2D	0.049	0.223	0.21973	-0.28576	-0.06279	0
NCBP2-AS2	0.074	0.197	0.37563	-0.16715	-0.06279	0
MAP3K4	0.054	0.167	0.32335	-0.19423	-0.0628	0
RDX	0.293	0.488	0.60041	-0.1046	-0.0628	0
HSF2	0.132	0.252	0.52381	-0.11993	-0.06282	0
FOXG1	0.596	0.813	0.73309	-0.08571	-0.06283	0
AKT1	0.045	0.2	0.225	-0.27927	-0.06284	0
ZNF92	0.113	0.248	0.45565	-0.13794	-0.06285	0
KIAA0355	0.076	0.209	0.36364	-0.17293	-0.06288	0
ORMDL1	0.18	0.316	0.56962	-0.11057	-0.06298	0
EXOC1	0.106	0.238	0.44538	-0.14157	-0.06305	0
SNHG12	0.053	0.164	0.32317	-0.19534	-0.06313	0
MED10	0.253	0.427	0.59251	-0.10669	-0.06322	0
HOOK3	0.164	0.325	0.50462	-0.12542	-0.06329	0
INSR	0.082	0.197	0.41624	-0.15213	-0.06332	0
BRD4	0.143	0.302	0.47351	-0.1338	-0.06336	0
LRFN4	0.047	0.223	0.21076	-0.30077	-0.06339	0
YAF2	0.092	0.208	0.44231	-0.14331	-0.06339	0
EPB41L3	0.117	0.266	0.43985	-0.14425	-0.06345	0
WASF2	0.114	0.221	0.51584	-0.12306	-0.06348	0
ARL8A	0.077	0.218	0.35321	-0.17985	-0.06352	0
JMY	0.078	0.203	0.38424	-0.1654	-0.06355	0
DDX42	0.092	0.215	0.42791	-0.14875	-0.06365	0
CNTFR	0.093	0.224	0.41518	-0.15363	-0.06378	0
GINM1	0.075	0.194	0.3866	-0.16502	-0.0638	0
TRA2A	0.328	0.512	0.64062	-0.09963	-0.06383	0
TCF3	0.084	0.206	0.40777	-0.1569	-0.06398	0
SETBP1	0.412	0.612	0.6732	-0.09511	-0.06403	0
UBTF	0.19	0.37	0.51351	-0.12471	-0.06404	0
HTATSF1	0.251	0.441	0.56916	-0.11262	-0.0641	0
VANGL2	0.08	0.218	0.36697	-0.17487	-0.06417	0
KCNH8	0.05	0.183	0.27322	-0.23524	-0.06427	0
JAK1	0.142	0.281	0.50534	-0.12743	-0.06439	0
PLEKHA5	0.13	0.269	0.48327	-0.13334	-0.06444	0
TMF1	0.153	0.28	0.54643	-0.11795	-0.06445	0
MIRLET7BHG	0.085	0.207	0.41063	-0.15709	-0.06451	0
C1orf122	0.099	0.215	0.46047	-0.1401	-0.06451	0
SLBP	0.093	0.225	0.41333	-0.15625	-0.06459	0
FBXO32	0.067	0.175	0.38286	-0.16879	-0.06462	0
SLC38A2	0.161	0.294	0.54762	-0.11801	-0.06462	0
GNG5	0.188	0.329	0.57143	-0.11322	-0.0647	0
C8orf59	0.246	0.435	0.56552	-0.11447	-0.06473	0
BCL7C	0.046	0.208	0.22115	-0.29274	-0.06474	0
CRNKL1	0.127	0.283	0.44876	-0.1443	-0.06476	0
TMEM160	0.105	0.266	0.39474	-0.16408	-0.06477	0
NCOA1	0.095	0.228	0.41667	-0.15544	-0.06477	0
VPS51	0.154	0.279	0.55197	-0.11752	-0.06487	0
SSBP3	0.078	0.193	0.40415	-0.16069	-0.06494	0
ALDH2	0.176	0.32	0.55	-0.11815	-0.06498	0
BLOC1S1	0.146	0.289	0.50519	-0.12868	-0.06501	0
MAPK6	0.194	0.38	0.51053	-0.1274	-0.06504	0
OST4	0.364	0.55	0.66182	-0.09829	-0.06505	0
TXNL4A	0.145	0.305	0.47541	-0.13685	-0.06506	0
FIS1	0.314	0.502	0.6255	-0.10402	-0.06506	0
PRKRIR	0.044	0.199	0.22111	-0.29473	-0.06517	0
PARP2	0.11	0.219	0.50228	-0.12983	-0.06521	0
PSMD14	0.246	0.402	0.61194	-0.1066	-0.06523	0
RNF130	0.13	0.249	0.52209	-0.12508	-0.0653	0
SMCHD1	0.149	0.324	0.45988	-0.14203	-0.06532	0
LRP1	0.117	0.252	0.46429	-0.14079	-0.06537	0
MTERF4	0.13	0.266	0.48872	-0.13377	-0.06538	0
NPM1	0.748	0.892	0.83857	-0.07798	-0.06539	1e-5
CAMTA1	0.216	0.391	0.55243	-0.11838	-0.0654	0
GNB2	0.151	0.298	0.50671	-0.1291	-0.06542	0
PRELID1	0.202	0.386	0.52332	-0.12522	-0.06553	0
ASAP2	0.06	0.177	0.33898	-0.1933	-0.06553	0
ZFYVE16	0.088	0.192	0.45833	-0.14298	-0.06553	0
ATXN7L3B	0.33	0.539	0.61224	-0.10708	-0.06556	0
WDFY3	0.116	0.24	0.48333	-0.13563	-0.06556	0
APC2	0.204	0.388	0.52577	-0.12472	-0.06557	0
AGAP3	0.061	0.168	0.3631	-0.18063	-0.06559	0
UG0898H09	0.118	0.235	0.50213	-0.13108	-0.06582	0
ZNF22	0.336	0.542	0.61993	-0.10639	-0.06595	0
EIF5	0.445	0.673	0.66122	-0.09983	-0.06601	0
CREBRF	0.104	0.246	0.42276	-0.15626	-0.06606	0
NHSL1	0.185	0.317	0.5836	-0.11329	-0.06612	0
LPGAT1	0.075	0.208	0.36058	-0.1835	-0.06617	0
PNMA1	0.151	0.315	0.47937	-0.13819	-0.06624	0
KIFAP3	0.223	0.398	0.5603	-0.11838	-0.06633	0
INO80	0.054	0.198	0.27273	-0.24334	-0.06637	0
DCLK2	0.059	0.177	0.33333	-0.1993	-0.06643	0
HMGXB3	0.066	0.196	0.33673	-0.19733	-0.06645	0
CBX6	0.074	0.194	0.38144	-0.1745	-0.06656	0
AKAP8L	0.132	0.279	0.47312	-0.14072	-0.06658	0
SETD5	0.154	0.277	0.55596	-0.11989	-0.06665	0
PRKX	0.256	0.422	0.60664	-0.10994	-0.06669	0
RP11-161M6.2	0.076	0.191	0.39791	-0.16796	-0.06683	0
DIP2A	0.061	0.197	0.30964	-0.21585	-0.06684	0
WDR45B	0.132	0.276	0.47826	-0.13981	-0.06687	0
CSDE1	0.389	0.588	0.66156	-0.10113	-0.0669	0
MPRIP	0.093	0.247	0.37652	-0.17783	-0.06695	0
LARP1	0.126	0.265	0.47547	-0.14113	-0.0671	0
TOMM7	0.54	0.736	0.7337	-0.09152	-0.06714	0
ATP5H	0.252	0.428	0.58879	-0.11405	-0.06715	0
KDM6B	0.116	0.263	0.44106	-0.15229	-0.06717	0
JMJD1C	0.402	0.604	0.66556	-0.101	-0.06722	0
SUCO	0.117	0.252	0.46429	-0.14501	-0.06733	0
SUDS3	0.084	0.206	0.40777	-0.16521	-0.06737	0
SURF6	0.074	0.215	0.34419	-0.19593	-0.06744	0
ITGB1	0.217	0.406	0.53448	-0.12624	-0.06747	0
PLEKHA8	0.064	0.174	0.36782	-0.18361	-0.06753	0
LSM12	0.125	0.269	0.46468	-0.14536	-0.06755	0
COX19	0.086	0.22	0.39091	-0.17292	-0.0676	0
PCBP1	0.334	0.529	0.63138	-0.1071	-0.06762	0
NME4	0.111	0.238	0.46639	-0.1452	-0.06772	0
CCDC85B	0.063	0.196	0.32143	-0.21131	-0.06792	0
REXO4	0.094	0.226	0.41593	-0.16338	-0.06795	0
PLCG2	0.036	0.291	0.12371	-0.55002	-0.06804	0
TP53BP2	0.09	0.191	0.4712	-0.14444	-0.06806	0
SMNDC1	0.079	0.221	0.35747	-0.19052	-0.0681	0
CDK13	0.08	0.228	0.35088	-0.19415	-0.06812	0
IREB2	0.114	0.239	0.47699	-0.14284	-0.06813	0
STRN3	0.065	0.201	0.32338	-0.21085	-0.06819	0
XRCC5	0.577	0.767	0.75228	-0.09064	-0.06819	0
SESTD1	0.13	0.262	0.49618	-0.13752	-0.06823	0
PALM	0.133	0.296	0.44932	-0.1519	-0.06825	0
AP2A2	0.084	0.233	0.36052	-0.18938	-0.06828	0
NCK2	0.05	0.231	0.21645	-0.31592	-0.06838	0
ENHO	0.047	0.215	0.2186	-0.31326	-0.06848	0
MT-ND6	0.108	0.25	0.432	-0.15905	-0.06871	0
COPS5	0.152	0.307	0.49511	-0.13878	-0.06871	0
ESF1	0.187	0.347	0.5389	-0.1275	-0.06871	0
CCDC93	0.186	0.35	0.53143	-0.12935	-0.06874	0
ISLR2	0.072	0.19	0.37895	-0.18148	-0.06877	0
CBFA2T2	0.206	0.372	0.55376	-0.12422	-0.06879	0
ZMYM4	0.132	0.279	0.47312	-0.14566	-0.06891	0
SOX12	0.07	0.224	0.3125	-0.22087	-0.06902	0
AC013727.1	0.059	0.146	0.40411	-0.17087	-0.06905	0
DNM1L	0.189	0.351	0.53846	-0.12827	-0.06907	0
UBALD2	0.059	0.221	0.26697	-0.25921	-0.0692	0
C2orf49	0.105	0.228	0.46053	-0.1504	-0.06926	0
DSTN	0.419	0.631	0.66403	-0.10441	-0.06933	0
HP1BP3	0.465	0.683	0.68082	-0.10189	-0.06937	0
ATP5E	0.656	0.848	0.77358	-0.08967	-0.06937	0
SLC17A6	0.206	0.348	0.59195	-0.1172	-0.06938	0
KCNMB4	0.059	0.193	0.3057	-0.22716	-0.06944	0
HNRNPL	0.047	0.207	0.22705	-0.30591	-0.06946	0
ANKLE2	0.089	0.204	0.43627	-0.15929	-0.06949	0
PRRC2B	0.334	0.534	0.62547	-0.11118	-0.06954	0
SCARB2	0.196	0.352	0.55682	-0.12503	-0.06962	0
TRMT10C	0.152	0.309	0.49191	-0.14155	-0.06963	0
NUMA1	0.191	0.365	0.52329	-0.13314	-0.06967	0
SNHG8	0.306	0.479	0.63883	-0.10917	-0.06974	0
MEIS3	0.141	0.313	0.45048	-0.15482	-0.06975	0
LTBP3	0.064	0.18	0.35556	-0.19624	-0.06977	0
RYBP	0.077	0.186	0.41398	-0.16859	-0.06979	0
