gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
TUFM	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.65917	0	0.203	1.59184	0.546	0.343	0.41409	protein binding	2221	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NDUFB10	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.60449	0	0.214	1.66049	0.538	0.324	0.36404	protein binding	2221	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
BCAN	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.60349	0	0.237	1.49478	0.716	0.479	0.40373	cell adhesion	120	brevican [Source:HGNC Symbol;Acc:HGNC:23059]	GO:0007155	The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.	biological_process	NA	non_TF	late_msp	late	msp
GPX1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.58718	0	0.178	1.4986	0.535	0.357	0.39182	oxidation-reduction process	208	glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	late_msp	late	msp
SNRPN	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.53917	0	0.162	1.45378	0.519	0.357	0.37088	protein binding	2221	small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PGAM1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.53431	0	0.164	1.40494	0.569	0.405	0.38031	protein binding	2221	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SELT	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.5019	0	0.158	1.45014	0.509	0.351	0.3461	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
NDUFAB1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.48747	0	0.162	1.45125	0.521	0.359	0.3359	protein binding	2221	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
H1F0	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.4731	0	0.155	1.39241	0.55	0.395	0.33977	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
RAB18	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.46219	0	0.171	1.44882	0.552	0.381	0.31901	protein binding	2221	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
FEZ1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.4567	0	0.171	1.42222	0.576	0.405	0.32111	protein binding	2221	fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
CALR	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.44961	0	0.141	1.36154	0.531	0.39	0.33023	protein binding	2221	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
BSG	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.43622	0	0.155	1.32025	0.639	0.484	0.33041	protein binding	2221	basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
EEF2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.42073	0	0.159	1.2265	0.861	0.702	0.34304	protein binding	2221	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
CASP3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.40959	3e-5	0.146	1.40556	0.506	0.36	0.29141	protein binding	2221	caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SUMO1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.39802	0	0.156	1.29602	0.683	0.527	0.30711	protein binding	2221	small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RTN3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.39773	0	0.157	1.24881	0.788	0.631	0.31849	protein binding	2221	reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PUF60	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.39214	0	0.173	1.43687	0.569	0.396	0.27291	protein binding	2221	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PON2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.37954	0	0.147	1.25835	0.716	0.569	0.30162	metal ion binding	430	paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	late_msp	late	msp
PPA1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.3713	0	0.141	1.27539	0.653	0.512	0.29113	metal ion binding	430	inorganic pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9226]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	late_msp	late	msp
PSAT1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.37035	0	0.099	1.14286	0.792	0.693	0.32406	identical protein binding	321	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	late_msp	late	msp
SLC25A3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.36718	0	0.145	1.2821	0.659	0.514	0.28639	protein-containing complex binding	101	solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]	GO:0044877	Interacting selectively and non-covalently with a macromolecular complex.	molecular_function	NA	non_TF	late_msp	late	msp
OAT	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.362	1e-5	0.139	1.25646	0.681	0.542	0.28811	identical protein binding	321	ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	late_msp	late	msp
SCP2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.35971	6e-5	0.143	1.32798	0.579	0.436	0.27087	protein binding	2221	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SDCBP	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.35895	0	0.12	1.15936	0.873	0.753	0.30961	protein binding	2221	syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
TUBB2B	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.34488	0	0.005	1.00512	0.982	0.977	0.34313	protein binding	2221	tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
EIF4A1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.34466	3.5e-4	0.136	1.31409	0.569	0.433	0.26228	protein binding	2221	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SRI	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.34376	0	0.089	1.10749	0.917	0.828	0.3104	protein binding	2221	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RAB1A	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.34239000000000003	0.00443	0.127	1.33957	0.501	0.374	0.2556	protein binding	2221	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
TMEM59	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.34217	0	0.148	1.25256	0.734	0.586	0.27317	protein binding	2221	transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
BEX4	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.3382	0	0.156	1.27417	0.725	0.569	0.26543	protein binding	2221	brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SRP9	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.32927	0	0.117	1.15768	0.859	0.742	0.28442	protein binding	2221	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
GPX3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.32884	0	0.134	1.19793	0.811	0.677	0.2745	protein binding	2221	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
H2AFZ	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.32332	2e-5	0.135	1.21704	0.757	0.622	0.26566	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
MDK	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.31631	0.00112	0.104	1.15453	0.777	0.673	0.27398	protein binding	2221	midkine [Source:HGNC Symbol;Acc:HGNC:6972]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
GABARAPL2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.31472	0	0.103	1.13342	0.875	0.772	0.27767	protein binding	2221	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PTGES3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.31332	1.7e-4	0.112	1.18331	0.723	0.611	0.26479	protein binding	2221	prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ENO1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.31228	0	0.14	1.24221	0.718	0.578	0.25139	protein binding	2221	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
CAPZA2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.30734	3.7e-4	0.114	1.19257	0.706	0.592	0.25771	protein binding	2221	capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PKM	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.30364	1.4e-4	0.091	1.13767	0.752	0.661	0.2669	protein binding	2221	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ALDOA	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.29292	0	0.118	1.15989	0.856	0.738	0.25254	protein binding	2221	aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PEBP1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.28938	0	0.095	1.1195	0.89	0.795	0.25849	protein binding	2221	phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RPL3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.28705	0	0.002	1.00201	0.997	0.995	0.28648	protein binding	2221	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NNAT	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.28013	0	0.067	1.07657	0.942	0.875	0.2602	multicellular organism development	221	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	GO:0007275	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process	NA	non_TF	late_msp	late	msp
ERH	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw22t	0.27722	1e-5	0.07	1.08516	0.892	0.822	0.25547	protein binding	2221	ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
H1FX	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	3.17135	0	0.546	3.19277	0.795	0.249	0.99329	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
NLRP1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	2.33062	0	0.484	3.13216	0.711	0.227	0.74409	protein binding	2221	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
METRN	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	2.11494	0	0.483	2.71886	0.764	0.281	0.77788	multicellular organism development	221	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	GO:0007275	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process	NA	non_TF	late_msp	late	msp
HTRA1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.92044	0	0.494	2.82963	0.764	0.27	0.67869	protein binding	2221	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
IGFBP2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.799	0	0.41	2.90698	0.625	0.215	0.61886	protein binding	2221	insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
NKAIN3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.41923	0	0.404	2.36486	0.7	0.296	0.60013	regulation of sodium ion transport	6	sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]	GO:0002028	Any process that modulates the frequency, rate or extent of the directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process	NA	non_TF	late_msp	late	msp
HIST1H4C	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.39175	0	0.424	2.8355	0.655	0.231	0.49083	NA	NA	NA	NA	NA	NA	NA	non_TF	late_msp	late	msp
CXXC5	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.26265	0	0.42	2.51079	0.698	0.278	0.50289	protein binding	2221	CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SRRM2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.25944	0	0.43	2.31498	0.757	0.327	0.54404	protein binding	2221	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
EFNB2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.25102	0	0.322	2.71277	0.51	0.188	0.46116	protein binding	2221	ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SFRP1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.15639	0	0.274	1.56379	0.76	0.486	0.73948	protein binding	2221	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
PTP4A2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.1318	0	0.324	2.58049	0.529	0.205	0.4386	protein binding	2221	protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ENHO	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.12686	0	0.371	2.57203	0.607	0.236	0.43812	signal transduction	173	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	GO:0007165	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.	biological_process	NA	non_TF	late_msp	late	msp
BASP1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.09583	0	0.286	1.52381	0.832	0.546	0.71914	negative regulation of transcription, DNA-templated	150	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]	GO:0045892	Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.	biological_process	NA	non_TF	late_msp	late	msp
CNTFR	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.06116	0	0.324	2.65306	0.52	0.196	0.39998	protein binding	2221	ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
GOLM1	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.03515	0	0.399	2.34343	0.696	0.297	0.44172	protein binding	2221	golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
ID4	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	1.03494	0	0.279	1.40671	0.965	0.686	0.73572	protein binding	2221	inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	bHLH	TF	late_msp	late	msp
NFIX	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.93274	0	0.325	2.30522	0.574	0.249	0.40462	protein binding	2221	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	CTF/NFI	TF	late_msp	late	msp
AQP4	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.92567	0	0.298	1.52189	0.869	0.571	0.60824	protein binding	2221	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
GNPTAB	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.91232	0	0.304	2.2459	0.548	0.244	0.40621	protein binding	2221	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
OLFM2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.86103	0	0.358	2.13291	0.674	0.316	0.40369	protein binding	2221	olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
MZT2B	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.83926	0	0.358	1.95722	0.732	0.374	0.4288	protein binding	2221	mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
RPS21	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.82657	0	0.377	1.89549	0.798	0.421	0.43607	protein binding	2221	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
SFPQ	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.82444	0	0.362	1.905	0.762	0.4	0.43278	protein binding	2221	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Others	TF	late_msp	late	msp
PLPP3	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.8182	0	0.366	1.94574	0.753	0.387	0.42051	protein binding	2221	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
LHX2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.81221	0	0.351	2.17	0.651	0.3	0.37429	protein binding	2221	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Homeobox	TF	late_msp	late	msp
EMX2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.79581	0	0.331	2.20364	0.606	0.275	0.36114	protein binding	2221	empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Homeobox	TF	late_msp	late	msp
SYNE2	late_somatosensory	somatosensory	rg_late	rg_msp	rg	gw25	0.77715	0	0.322	1.72686	0.765	0.443	0.45003	protein binding	2221	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	late_msp	late	msp
