gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
FHL1	parietal	ipc	gw19	0.57932	0	0.116	1.92798	0.241	0.125	0.30048
MAD2L2	parietal	ipc	gw19	0.57367	0	0.145	1.82385	0.321	0.176	0.31454
C16orf13	parietal	ipc	gw19	0.57302	0	0.102	1.94443	0.21	0.108	0.2947
AGGF1	parietal	ipc	gw19	0.57022	0	0.077	2.2419	0.139	0.062	0.25435
THRA	parietal	ipc	gw19	0.5646	0	0.123	1.83672	0.27	0.147	0.3074
ILKAP	parietal	ipc	gw19	0.56242	0	0.092	2.06974	0.178	0.086	0.27174
SH3BP5	parietal	ipc	gw19	0.56145	0	0.1	1.78739	0.227	0.127	0.31412
SMARCA4	parietal	ipc	gw19	0.55585	0	0.194	1.62783	0.503	0.309	0.34146
RDX	parietal	ipc	gw19	0.54281	0	0.145	1.57999	0.395	0.25	0.34355
MTDH	parietal	ipc	gw19	0.5337	0	0.147	1.68691	0.361	0.214	0.31638
COX5A	parietal	ipc	gw19	0.52943	0	0.151	1.71563	0.362	0.211	0.30859
ARL6IP4	parietal	ipc	gw19	0.52553	0	0.126	1.75448	0.293	0.167	0.29953
HLA-A	parietal	ipc	gw19	0.52269	0	0.115	1.54502	0.326	0.211	0.33831
PYURF	parietal	ipc	gw19	0.50587	0	0.145	1.78377	0.33	0.185	0.2836
FAM57B	parietal	ipc	gw19	0.50385	0	0.148	1.65486	0.374	0.226	0.30447
SNRNP70	parietal	ipc	gw19	0.50127	0	0.153	1.63749	0.393	0.24	0.30612
EIF3F	parietal	ipc	gw19	0.49711	0	0.206	1.38361	0.743	0.537	0.35929
RNF24	parietal	ipc	gw19	0.49295	0	0.129	1.74565	0.302	0.173	0.28239
ARF5	parietal	ipc	gw19	0.48952	0	0.153	1.62194	0.399	0.246	0.30181
PGRMC1	parietal	ipc	gw19	0.48757	0	0.129	1.76785	0.297	0.168	0.2758
CA12	parietal	ipc	gw19	0.48217	4e-5	0.089	1.80907	0.199	0.11	0.26653
TSEN34	parietal	ipc	gw19	0.48213	0	0.105	1.91303	0.22	0.115	0.25202
UBE2D1	parietal	ipc	gw19	0.47994	0	0.127	1.72158	0.303	0.176	0.27877999999999997
OLFM2	parietal	ipc	gw19	0.47949	0.00187	0.074	1.88093	0.158	0.084	0.25492
MAP1LC3B	parietal	ipc	gw19	0.47241	0	0.127	1.70165	0.308	0.181	0.27762
OXSR1	parietal	ipc	gw19	0.46985	5e-5	0.094	1.83927	0.206	0.112	0.25545
ERI3	parietal	ipc	gw19	0.4611	0	0.089	1.72356	0.212	0.123	0.26752
KLHL35	parietal	ipc	gw19	0.46004	0	0.096	1.82757	0.212	0.116	0.25172
SRSF4	parietal	ipc	gw19	0.45443	0	0.13	1.5909	0.35	0.22	0.28564
EI24	parietal	ipc	gw19	0.44537	0	0.104	1.67973	0.257	0.153	0.26515
SFPQ	parietal	ipc	gw19	0.44487	0	0.157	1.31781	0.651	0.494	0.33758
KIF5B	parietal	ipc	gw19	0.43266	0	0.172	1.4105	0.591	0.419	0.30675
RBM17	parietal	ipc	gw19	0.42649	8e-5	0.092	1.55089	0.259	0.167	0.275
SET	parietal	ipc	gw19	0.4236	0	0.14	1.37533	0.513	0.373	0.308
CCNI	parietal	ipc	gw19	0.42324	0	0.138	1.16487	0.975	0.837	0.36333
PAIP1	parietal	ipc	gw19	0.42154	0	0.11	1.66666	0.275	0.165	0.25293
POU3F3	parietal	ipc	gw19	0.40745	0	0.146	1.50344	0.436	0.29	0.27101
SMC4	parietal	ipc	gw19	0.39871	0.00984	0.07	1.49999	0.21	0.14	0.26581
FEZ1	parietal	ipc	gw19	0.39072	0	0.149	1.38402	0.537	0.388	0.28231
ZFAND5	parietal	ipc	gw19	0.38207	3e-5	0.095	1.36964	0.352	0.257	0.27895
ATP1B3	parietal	ipc	gw19	0.37833	0	0.118	1.45559	0.377	0.259	0.25991
SF1	parietal	ipc	gw19	0.37785	0	0.148	1.41111	0.508	0.36	0.26777
H2AFY	parietal	ipc	gw19	0.36748	0	0.136	1.34257	0.533	0.397	0.27372
PRDX1	parietal	ipc	gw19	0.36122	0	0.117	1.1457	0.92	0.803	0.31528
PSMA7	parietal	ipc	gw19	0.34048	0	0.154	1.30861	0.653	0.499	0.26019
RP11-437B10.1	parietal	ipc	gw19_2	0.77093	0	0.227	2.14645	0.425	0.198	0.35916
CDK2AP1	parietal	ipc	gw19_2	0.67793	0	0.154	2.09218	0.295	0.141	0.32403
HLA-C	parietal	ipc	gw19_2	0.60352	0	0.191	1.56676	0.528	0.337	0.38521
AC090498.1	parietal	ipc	gw19_2	0.52036	0	0.182	1.28173	0.828	0.646	0.40598
MTRNR2L12	parietal	ipc	gw19_2	0.49738	0	0.154	1.21448	0.872	0.718	0.40954
HLA-B	parietal	ipc	gw19_2	0.48046	0	0.145	1.6561	0.366	0.221	0.29012
NPY	parietal	ipc	gw19_2	0.46839	0.04989	0.077	1.65811	0.194	0.117	0.28249
RASD1	parietal	ipc	gw19_2	0.42604	0.00101	0.115	1.4275	0.384	0.269	0.29845
RPL17	parietal	ipc	gw19_2	0.36968	0	0.146	1.37245	0.538	0.392	0.26936
NR2F1	parietal	ipc	gw19_2	0.33186	0	0.157	1.21448	0.889	0.732	0.27326
ZMYM5	parietal	ipc	gw20_31	1.32333	1	0.096	3.18175	0.14	0.044	0.41591
ZBTB1	parietal	ipc	gw20_31	1.06832	1	0.068	2.99991	0.102	0.034	0.35612
HNRNPA1L2	parietal	ipc	gw20_31	0.98341	1	0.091	2.4677	0.153	0.062	0.39851
MRPS30	parietal	ipc	gw20_31	0.96055	1	0.073	2.52078	0.121	0.048	0.38105
RP11-436D23.1	parietal	ipc	gw20_31	0.95167	0.00307	0.226	1.87596	0.484	0.258	0.5073
HLA-B	parietal	ipc	gw20_31	0.90864	1	0.066	2.83325	0.102	0.036	0.32071
XXbac-BPG252P9.9	parietal	ipc	gw20_31	0.9007	1	0.063	2.61532	0.102	0.039	0.34439
C3orf70	parietal	ipc	gw20_31	0.79925	1	0.051	1.99996	0.102	0.051	0.39963
ACTL6A	parietal	ipc	gw20_31	0.75899	1	0.093	1.94896	0.191	0.098	0.38943
EZR	parietal	ipc	gw20_31	0.75875	0.03978	0.215	1.68471	0.529	0.314	0.45037
CTNNA1	parietal	ipc	gw20_31	0.73497	1	0.12	1.93748	0.248	0.128	0.37934
GDI2	parietal	ipc	gw20_31	0.69247	1	0.147	1.60743	0.389	0.242	0.43079
TTC33	parietal	ipc	gw20_31	0.67897	1	0.056	1.86151	0.121	0.065	0.36474
NRN1	parietal	ipc	gw20_31	0.65107	1	0.069	1.48935	0.21	0.141	0.43715
PLEKHF2	parietal	ipc	gw20_31	0.62053	1	0.078	2.25803	0.14	0.062	0.27481
RPL17	parietal	ipc	gw20_31	0.60226	0.80957	0.17	1.40865	0.586	0.416	0.42754
LSM12	parietal	ipc	gw20_31	0.60193	1	0.081	1.95292	0.166	0.085	0.30822
PHLDA1	parietal	ipc	gw20_31	0.55122	1	0.087	1.46523	0.274	0.187	0.3762
MEX3B	parietal	ipc	gw20_31	0.53975	1	0.103	1.47906	0.318	0.215	0.36493
HNRNPF	parietal	ipc	gw20_31	0.53907	1	0.082	1.36607	0.306	0.224	0.39461
ADH5	parietal	ipc	gw20_31	0.53819	1	0.074	1.44047	0.242	0.168	0.37362
FAM60A	parietal	ipc	gw20_31	0.52691	1	0.103	1.6776199999999999	0.255	0.152	0.31408
EEF2	parietal	ipc	gw20_31	0.52411	4.2e-4	0.124	1.16021	0.898	0.774	0.45174
EIF4B	parietal	ipc	gw20_31	0.50831	1	0.11	1.51162	0.325	0.215	0.33627
TMEM230	parietal	ipc	gw20_31	0.50808	1	0.088	1.48888	0.268	0.18	0.34125
IP6K2	parietal	ipc	gw20_31	0.50365	1	0.068	1.21656	0.382	0.314	0.41399
SMARCD1	parietal	ipc	gw20_31	0.50198	1	0.12	1.52173	0.35	0.23	0.32987
SCARB2	parietal	ipc	gw20_31	0.49772	1	0.101	1.74814	0.236	0.135	0.28472
HNRNPA1	parietal	ipc	gw20_31	0.48442	0	0.049	1.05291	0.975	0.926	0.46007
TSG101	parietal	ipc	gw20_31	0.47829	1	0.108	1.60334	0.287	0.179	0.29831
TOMM22	parietal	ipc	gw20_31	0.46862	1	0.08	1.49382	0.242	0.162	0.31371
SDCBP	parietal	ipc	gw20_31	0.46214	1	0.096	1.15238	0.726	0.63	0.40103
PSMA2	parietal	ipc	gw20_31	0.44506	1	0.067	1.22635	0.363	0.296	0.36291
YWHAQ	parietal	ipc	gw20_31	0.37723	1	0.082	1.11697	0.783	0.701	0.33773
SRP9	parietal	ipc	gw20_31	0.37379	1	0.124	1.18452	0.796	0.672	0.31556
TNRC6B	parietal	ipc	gw20_31	0.3726	1	0.037	1.12585	0.331	0.294	0.33095
NR2F1	parietal	ipc	gw20_31	0.35992	1	0.129	1.29861	0.561	0.432	0.27716
EIF4G2	parietal	ipc	gw20_31	0.34866	1	0.053	1.08346	0.688	0.635	0.3218
PLK2	parietal	ipc	gw20_31	0.33491	1	0.012	1.03834	0.325	0.313	0.32254
PRDX1	parietal	ipc	gw20_31	0.33058	1	0.029	1.03945	0.764	0.735	0.31803
HNRNPA0	parietal	ipc	gw20_31	0.32834	1	0.05	1.06757	0.79	0.74	0.30756
AP1S2	parietal	ipc	gw20_31	0.30953	1	0.016	1.04081	0.408	0.392	0.29739
GNB2L1	parietal	ipc	gw20_31	0.30532	0.29077	0.06	1.06557	0.975	0.915	0.28653
MT-CO1	parietal	ipc	gw20_31	0.30396	1	0.017	1.0174	0.994	0.977	0.29876
MT-CO3	parietal	ipc	gw20_31	0.3034	0.00236	-0.003	0.99691	0.968	0.971	0.30434
NPM1	parietal	ipc	gw20_31	0.29036	1	0.083	1.15342	0.624	0.541	0.25174
SLC25A6	parietal	ipc	gw20_31	0.27672	1	0.079	1.09495	0.911	0.832	0.25272
TTC3	parietal	ipc	gw20_31	0.27051	1	0.04	1.05674	0.745	0.705	0.25599
RPL7	parietal	ipc	gw20_31	0.26356	0.57757	0.001	1.001	1	0.999	0.2633
RPL23A	parietal	ipc	gw20_31	0.25885	1	0.033	1.03434	0.994	0.961	0.25025
H3F3B	parietal	ipc	gw20_31	0.25756	0.18631	0.008	1.00806	1	0.992	0.2555
TMSB4X	parietal	ipc	gw20_31	0.25374	0.47235	0	1	1	1	0.25374
IGFBP2	parietal	ipc	gw20_34	10.57224	0	0.392	7.99986	0.448	0.056	1.32155
AC090498.1	parietal	ipc	gw20_34	4.03426	0	0.363	3.74997	0.495	0.132	1.07581
MEF2C	parietal	ipc	gw20_34	3.54407	0	0.35	3.36484	0.498	0.148	1.05327
RNF187	parietal	ipc	gw20_34	2.34124	0	0.166	3.55379	0.231	0.065	0.6588
ID4	parietal	ipc	gw20_34	1.44538	0	0.088	3.58813	0.122	0.034	0.40282
NR2F1	parietal	ipc	gw20_34	1.44198	0	0.295	2.08855	0.566	0.271	0.69042
ATP5I	parietal	ipc	gw20_34	1.19679	0	0.269	1.5501	0.758	0.489	0.77208
NPY	parietal	ipc	gw20_34	1.12695	0	0.139	2.06921	0.269	0.13	0.54462
H1FX	parietal	ipc	gw20_34	1.09578	0	0.165	2.07142	0.319	0.154	0.529
NDUFA3	parietal	ipc	gw20_34	1.02367	0	0.219	1.71103	0.527	0.308	0.59828
SRM	parietal	ipc	gw20_34	0.99123000000000006	0	0.123	2.13887	0.231	0.108	0.46344
POLR2L	parietal	ipc	gw20_34	0.90617	0	0.175	1.69169	0.428	0.253	0.53566
RPS29	parietal	ipc	gw20_34	0.8914	0	0.049	1.05152	1	0.951	0.84772
SOX2	parietal	ipc	gw20_34	0.88144	0	0.112	1.81158	0.25	0.138	0.48656
ATP5E	parietal	ipc	gw20_34	0.8773	0	0.199	1.29308	0.878	0.679	0.67846
NDUFB1	parietal	ipc	gw20_34	0.84534	0	0.169	1.60357	0.449	0.28	0.52716
ROMO1	parietal	ipc	gw20_34	0.79144	0	0.149	1.65928	0.375	0.226	0.47698
GADD45G	parietal	ipc	gw20_34	0.78272	0	0.162	1.52427	0.471	0.309	0.51351
OST4	parietal	ipc	gw20_34	0.72615	0	0.161	1.35153	0.619	0.458	0.53728
TMEM258	parietal	ipc	gw20_34	0.72368	0	0.185	1.40839	0.638	0.453	0.51384
HIST1H4C	parietal	ipc	gw20_34	0.70619	0	0.086	1.8113	0.192	0.106	0.38988
FAM107B	parietal	ipc	gw20_34	0.70056	0	0.084	2.21736	0.153	0.069	0.31594
ATP5J2	parietal	ipc	gw20_34	0.69998	0	0.174	1.3359	0.692	0.518	0.52398
MT-ND4L	parietal	ipc	gw20_34	0.69054	0	0.169	1.25186	0.84	0.671	0.55161
RPS27	parietal	ipc	gw20_34	0.68907	0	0.002	1.002	1	0.998	0.6877
MYEOV2	parietal	ipc	gw20_34	0.68463	0	0.155	1.42817	0.517	0.362	0.47938
PET100	parietal	ipc	gw20_34	0.6779	0	0.155	1.54577	0.439	0.284	0.43855
MZT2B	parietal	ipc	gw20_34	0.67448	0	0.142	1.43161	0.471	0.329	0.47114
SLIRP	parietal	ipc	gw20_34	0.67189	0	0.159	1.45953	0.505	0.346	0.46034
USMG5	parietal	ipc	gw20_34	0.66304	0	0.166	1.34086	0.653	0.487	0.49449
RPL39	parietal	ipc	gw20_34	0.66117	0	0.003	1.00301	1	0.997	0.65919
NAA38	parietal	ipc	gw20_34	0.65472	0	0.102	1.5204	0.298	0.196	0.43063
C4orf48	parietal	ipc	gw20_34	0.6397	0	0.163	1.29475	0.716	0.553	0.49407
RPL37A	parietal	ipc	gw20_34	0.62562	0	0.013	1.01318	0.999	0.986	0.61748
TLE4	parietal	ipc	gw20_34	0.62468	1e-5	0.118	1.53881	0.337	0.219	0.40595
TCEB2	parietal	ipc	gw20_34	0.61315	0	0.169	1.2674	0.801	0.632	0.48379
RPL36	parietal	ipc	gw20_34	0.59919	0	0.033	1.03427	0.996	0.963	0.57934
MIF	parietal	ipc	gw20_34	0.59791	0	0.126	1.32727	0.511	0.385	0.45048
C14orf2	parietal	ipc	gw20_34	0.58983	0	0.15	1.22624	0.813	0.663	0.481
TMA7	parietal	ipc	gw20_34	0.57932	0	0.15	1.23041	0.801	0.651	0.47084
LLNLR-245B6.1	parietal	ipc	gw20_34	0.57899	1e-5	0.096	1.72726	0.228	0.132	0.33521
RPS28	parietal	ipc	gw20_34	0.56385	0	0.045	1.04722	0.998	0.953	0.53843
TOMM7	parietal	ipc	gw20_34	0.55616	0	0.125	1.25252	0.62	0.495	0.44403
PENK	parietal	ipc	gw20_34	0.55544	0.02605	0.063	1.68476	0.155	0.092	0.32968
PHPT1	parietal	ipc	gw20_34	0.55024	0	0.143	1.275	0.663	0.52	0.43156
RPL38	parietal	ipc	gw20_34	0.54851	0	0.075	1.08342	0.974	0.899	0.50627
LGALS1	parietal	ipc	gw20_34	0.54012	0.45853	0.062	1.38508	0.223	0.161	0.38995
COX6C	parietal	ipc	gw20_34	0.52379	0	0.152	1.26481	0.726	0.574	0.41413
RPS21	parietal	ipc	gw20_34	0.52204	0	0.134	1.16462	0.948	0.814	0.44825
NDUFB2	parietal	ipc	gw20_34	0.51933	0	0.132	1.25095	0.658	0.526	0.41515
NDUFA1	parietal	ipc	gw20_34	0.51696	0	0.138	1.4035	0.48	0.342	0.36833
UQCR10	parietal	ipc	gw20_34	0.51168	0	0.142	1.27203	0.664	0.522	0.40225
NDUFC1	parietal	ipc	gw20_34	0.5073	0	0.095	1.37549	0.348	0.253	0.36882
ATPIF1	parietal	ipc	gw20_34	0.50287	0	0.11	1.38062	0.399	0.289	0.36423
UBL5	parietal	ipc	gw20_34	0.50004	0	0.118	1.21415	0.669	0.551	0.41184
COX7A2	parietal	ipc	gw20_34	0.49033	0	0.102	1.12546	0.915	0.813	0.43567
ZSCAN16-AS1	parietal	ipc	gw20_34	0.48201	0.04093	0.062	1.91174	0.13	0.068	0.25213
ATOX1	parietal	ipc	gw20_34	0.47967	0	0.118	1.41114	0.405	0.287	0.33991
SHFM1	parietal	ipc	gw20_34	0.47133	0	0.117	1.30154	0.505	0.388	0.36213
UQCR11	parietal	ipc	gw20_34	0.46346	0	0.119	1.22753	0.642	0.523	0.37755
RPL37	parietal	ipc	gw20_34	0.45729	0	0.072	1.07921	0.981	0.909	0.42373
DBI	parietal	ipc	gw20_34	0.45476	0	0.114	1.34756	0.442	0.328	0.33747
RPL34	parietal	ipc	gw20_34	0.45308	0	0	1	1	1	0.45308
COX7C	parietal	ipc	gw20_34	0.44619	0	0.098	1.12174	0.903	0.805	0.39777
MT-ND3	parietal	ipc	gw20_34	0.4309	0	0.119	1.16234	0.852	0.733	0.37072
RPL35	parietal	ipc	gw20_34	0.43079	0	0.037	1.03915	0.982	0.945	0.41456
SERF2	parietal	ipc	gw20_34	0.43032	0	0.09	1.12362	0.818	0.728	0.38298
RPS26	parietal	ipc	gw20_34	0.42371	0	0.061	1.06877	0.948	0.887	0.39644
SEC61G	parietal	ipc	gw20_34	0.42189	0	0.112	1.21052	0.644	0.532	0.34851
MIR99AHG	parietal	ipc	gw20_34	0.42107	2.5e-4	0.057	1.19454	0.35	0.293	0.3525
UQCRQ	parietal	ipc	gw20_34	0.41718	0	0.138	1.28163	0.628	0.49	0.32551
POLR2I	parietal	ipc	gw20_34	0.4161	1e-5	0.097	1.35272	0.372	0.275	0.3076
RPL12	parietal	ipc	gw20_34	0.4112	0	0.012	1.01216	0.999	0.987	0.40626
RPS15	parietal	ipc	gw20_34	0.40465	0	0.002	1.002	1	0.998	0.40384
CCDC167	parietal	ipc	gw20_34	0.39803	2.3e-4	0.073	1.25	0.365	0.292	0.31842
LSM7	parietal	ipc	gw20_34	0.39784	0	0.11	1.19643	0.67	0.56	0.33252
SHOC2	parietal	ipc	gw20_34	0.3955	1.2e-4	0.082	1.39805	0.288	0.206	0.2829
HES6	parietal	ipc	gw20_34	0.38903	0	0.102	1.15066	0.779	0.677	0.3381
RPLP1	parietal	ipc	gw20_34	0.38707	0	0.005	1.00503	0.999	0.994	0.38513
RPL26L1	parietal	ipc	gw20_34	0.38689	5.3e-4	0.067	1.35828	0.254	0.187	0.28484
RPS2	parietal	ipc	gw20_34	0.38676	0	0.006	1.00604	1	0.994	0.38444
RPS14	parietal	ipc	gw20_34	0.3823	0	0.003	1.00301	1	0.997	0.38115
COX17	parietal	ipc	gw20_34	0.37878	0.84566	0.057	1.4453	0.185	0.128	0.26208
ATP5L	parietal	ipc	gw20_34	0.37568	0	0.069	1.08767	0.856	0.787	0.3454
PPP1R17	parietal	ipc	gw20_34	0.36904	1.2e-4	0.11	1.26315	0.528	0.418	0.29216
C19orf70	parietal	ipc	gw20_34	0.36593	2e-5	0.069	1.33823	0.273	0.204	0.27344
RPS19	parietal	ipc	gw20_34	0.36169	0	0	1	1	1	0.36169
RPS17	parietal	ipc	gw20_34	0.3561	0	0.016	1.01646	0.988	0.972	0.35033
YBX1	parietal	ipc	gw20_34	0.35424	0	0.027	1.02833	0.98	0.953	0.34448
SNF8	parietal	ipc	gw20_34	0.35068	0.01939	0.065	1.39876	0.228	0.163	0.25071
C8orf33	parietal	ipc	gw20_34	0.34914	0.01197	0.064	1.37646	0.234	0.17	0.25365
COX6B1	parietal	ipc	gw20_34	0.34852	0	0.079	1.11791	0.749	0.67	0.31176
TIMM8B	parietal	ipc	gw20_34	0.34807	0.00515	0.095	1.29687	0.415	0.32	0.2684
NDUFB4	parietal	ipc	gw20_34	0.34635	0	0.104	1.22222	0.572	0.468	0.28338
RPS18	parietal	ipc	gw20_34	0.34267	0	0.001	1.001	1	0.999	0.34233
RPLP2	parietal	ipc	gw20_34	0.33907	0	0.019	1.01937	1	0.981	0.33263
TCEAL4	parietal	ipc	gw20_34	0.33516	4.5e-4	0.096	1.22749	0.518	0.422	0.27305
NDUFB7	parietal	ipc	gw20_34	0.33091	1e-5	0.071	1.14314	0.567	0.496	0.28947
COMMD6	parietal	ipc	gw20_34	0.32888	0	0.076	1.09934	0.841	0.765	0.29916
COX7B	parietal	ipc	gw20_34	0.3255	1.1e-4	0.064	1.1513	0.487	0.423	0.28273
RBX1	parietal	ipc	gw20_34	0.32513	7e-5	0.063	1.12883	0.552	0.489	0.28802
C1orf122	parietal	ipc	gw20_34	0.32495	0.00363	0.036	1.29751	0.157	0.121	0.25044
NDUFA4	parietal	ipc	gw20_34	0.32451	0	0.075	1.10302	0.803	0.728	0.2942
RPL35A	parietal	ipc	gw20_34	0.32162	0	0.008	1.00806	1	0.992	0.31905
RPL31	parietal	ipc	gw20_34	0.32155	0	0.025	1.02569	0.998	0.973	0.3135
COX6A1	parietal	ipc	gw20_34	0.31746	0	0.082	1.11901	0.771	0.689	0.2837
ATP5G1	parietal	ipc	gw20_34	0.30824	5.7e-4	0.069	1.17692	0.459	0.39	0.26191
PFDN5	parietal	ipc	gw20_34	0.29472	0	0.033	1.03622	0.944	0.911	0.28442
CHD3	parietal	ipc	gw20_34	0.29303	0.00288	0.052	1.15662	0.384	0.332	0.25335
RPL41	parietal	ipc	gw20_34	0.28926	0	0.011	1.01112	1	0.989	0.28608
ATP5J	parietal	ipc	gw20_34	0.28663	1.5e-4	0.067	1.10323	0.716	0.649	0.25981
RPS15A	parietal	ipc	gw20_34	0.28507	0	0.007	1.00705	1	0.993	0.28307
RPL27	parietal	ipc	gw20_34	0.28234	0	0.057	1.06426	0.944	0.887	0.2653
RPL32	parietal	ipc	gw20_34	0.27916	0	0	1	1	1	0.27916
SNRPG	parietal	ipc	gw20_34	0.27882	1e-4	0.038	1.09268	0.448	0.41	0.25517
RPL23	parietal	ipc	gw20_34	0.27593	0	0.047	1.05377	0.921	0.874	0.26185
MDK	parietal	ipc	gw20_34	0.26482	0.04212	0.025	1.04019	0.647	0.622	0.25459
RPL21	parietal	ipc	gw20_34	0.26355	0	0	1	1	1	0.26355
UBA52	parietal	ipc	gw20_34	0.2625	0	0.025	1.02784	0.923	0.898	0.25539
RPS8	parietal	ipc	gw20_34	0.26243	0	0.005	1.00502	1	0.995	0.26112
TMSB4X	parietal	ipc	gw20_34	0.25047	0	0	1	1	1	0.25047
SPP1	parietal	ipc	gw22	11.91743	0	0.277	10.23299	0.307	0.03	1.16461
SREBF2	parietal	ipc	gw22	1.99708	1	0.108	3.69991	0.148	0.04	0.53976
CCL3	parietal	ipc	gw22	1.73202	1	0.129	3.4339	0.182	0.053	0.50439
NLRP1	parietal	ipc	gw22	1.6104	1	0.079	3.25705	0.114	0.035	0.49444
XXbac-BPG252P9.9	parietal	ipc	gw22	1.59962	0.13083	0.189	2.78299	0.295	0.106	0.57478
UBE2W	parietal	ipc	gw22	1.40474	1	0.11	2.32527	0.193	0.083	0.60412
PELP1	parietal	ipc	gw22	1.36474	1	0.085	2.66661	0.136	0.051	0.51179
CD47	parietal	ipc	gw22	1.19934	1	0.115	2.27775	0.205	0.09	0.52655
FBXO11	parietal	ipc	gw22	1.09539	1	0.092	1.62584	0.239	0.147	0.67374
CDR1	parietal	ipc	gw22	1.0952	1	0.184	2.37312	0.318	0.134	0.4615
GOLIM4	parietal	ipc	gw22	1.08536	1	0.135	2.92853	0.205	0.07	0.37061
DOK5	parietal	ipc	gw22	1.04701	1	0.12	2.00839	0.239	0.119	0.52132
NEFM	parietal	ipc	gw22	1.03334	1	0.073	1.75256	0.17	0.097	0.58962
ITGB8	parietal	ipc	gw22	1.01819	1	0.074	3.64273	0.102	0.028	0.27951
RP11-386G11.10	parietal	ipc	gw22	1.00017	1	0.172	2.08859	0.33	0.158	0.47887
SCP2	parietal	ipc	gw22	0.97703	1	0.121	2.02541	0.239	0.118	0.48239
EGR1	parietal	ipc	gw22	0.97319	1	0.106	1.52736	0.307	0.201	0.63718
GABARAP	parietal	ipc	gw22	0.91851	1	0.106	2.07069	0.205	0.099	0.44358
GPX1	parietal	ipc	gw22	0.87061	0.92034	0.105	1.21605	0.591	0.486	0.71593
HSPA1B	parietal	ipc	gw22	0.87004	1	0.161	1.84292	0.352	0.191	0.4721
PPIB	parietal	ipc	gw22	0.84595	0.6966	0.07	1.29535	0.307	0.237	0.65306
HNRNPH1	parietal	ipc	gw22	0.84516	1	0.19	1.41484	0.648	0.458	0.59735
PPP3CA	parietal	ipc	gw22	0.81593	1	0.121	2.02541	0.239	0.118	0.40285
PKM	parietal	ipc	gw22	0.80523	1	0.1	1.41493	0.341	0.241	0.5691
ARRDC3	parietal	ipc	gw22	0.76336	1	0.098	1.36842	0.364	0.266	0.55784
RPS2	parietal	ipc	gw22	0.73322	1	0.118	1.45914	0.375	0.257	0.5025
NHSL1	parietal	ipc	gw22	0.71725	1	0.13	2.08332	0.25	0.12	0.34428
B2M	parietal	ipc	gw22	0.68586	1	0.136	1.47887	0.42	0.284	0.46378
MOB4	parietal	ipc	gw22	0.65433	1	0.073	1.51048	0.216	0.143	0.43319
PPP4C	parietal	ipc	gw22	0.64886	1	0.05	1.32257	0.205	0.155	0.49061
NDUFC2	parietal	ipc	gw22	0.5877	1	0.131	1.28478	0.591	0.46	0.45743
NDUFA5	parietal	ipc	gw22	0.5584	1	0.174	1.42857	0.58	0.406	0.39088
OST4	parietal	ipc	gw22	0.49299	1	0.096	1.19394	0.591	0.495	0.41291
LSM3	parietal	ipc	gw22	0.42408	1	0.069	1.16009	0.5	0.431	0.36556
TRA2A	parietal	ipc	gw22	0.36526	1	-0.012	0.96363	0.318	0.33	0.37904
BTG1	parietal	ipc	gw22	0.36262	1	0.005	1.0204	0.25	0.245	0.35536
UBE3A	parietal	ipc	gw22	0.36137	1	-0.003	0.98148	0.159	0.162	0.36819
ANAPC11	parietal	ipc	gw22	0.3495	1	0.034	1.07128	0.511	0.477	0.32624
NDUFB8	parietal	ipc	gw22	0.33091	1	-0.005	0.98684	0.375	0.38	0.33532
MT-ND4L	parietal	ipc	gw22	0.31352	1	0.003	1.00311	0.966	0.963	0.31254
RPS29	parietal	ipc	gw22	0.30853	1	0.004	1.00402	1	0.996	0.3073
GTF2H5	parietal	ipc	gw22	0.29595	1	-0.013	0.95779	0.295	0.308	0.30899
FABP7	parietal	ipc	gw22	0.29175	1	-0.014	0.9852	0.932	0.946	0.29613
FTL	parietal	ipc	gw22	0.26342	0.79689	0.005	1.00502	1	0.995	0.26211
NDUFV2	parietal	ipc	gw22	0.24867	1	-0.025	0.90909	0.25	0.275	0.27354
MT-ATP8	parietal	ipc	gw22t	1.34003	0.00279	0.225	2.25697	0.404	0.179	0.59373
ATXN3	parietal	ipc	gw22t	1.29913	1	0.112	3.43471	0.158	0.046	0.37824
NCOA1	parietal	ipc	gw22t	1.13267	1	0.094	2.91831	0.143	0.049	0.38812
ADRA2A	parietal	ipc	gw22t	1.0797	1	0.117	2.23156	0.212	0.095	0.48383
PCGF3	parietal	ipc	gw22t	1.07255	1	0.083	3.76654	0.113	0.03	0.28476
GOLGA8B	parietal	ipc	gw22t	1.06379	1	0.085	2.60372	0.138	0.053	0.40857
ADCY1	parietal	ipc	gw22t	1.0616	1	0.102	2.07366	0.197	0.095	0.51195
RBMX2	parietal	ipc	gw22t	0.88201	1	0.093	2.10712	0.177	0.084	0.41859
NR2F1	parietal	ipc	gw22t	0.87618	1	0.116	2.09432	0.222	0.106	0.41836
WDR47	parietal	ipc	gw22t	0.86594	1	0.087	2.08747	0.167	0.08	0.41483
ARPP21	parietal	ipc	gw22t	0.84687	1	0.05	1.94336	0.103	0.053	0.43578
PRDX6	parietal	ipc	gw22t	0.8367	1	0.109	1.92371	0.227	0.118	0.43494
KIF1B	parietal	ipc	gw22t	0.81558	1	0.129	1.75438	0.3	0.171	0.46488
