gene	individual	area	region	stage	cell_type	p_val_adj	avg_logfc	gene.score	enrichment_ratio	pct.1	pct.2
SUMO3	gw22t	somatosensory	msp	late	neuron	0	0.26143	0.65866	2.51945	0.194	0.077
SURF6	gw22t	motor	msp	late	neuron	0	0.34064	1.14454	3.35993	0.168	0.05
SYF2	gw22t	motor	msp	late	neuron	0	0.36219	0.46871	1.29411	0.462	0.357
SYMPK	gw22t	motor	msp	late	neuron	0	0.30534	0.6194	2.02854	0.142	0.07
SYMPK	gw22t	motor	msp	late	rg	0	0.52302	0.85532	1.63535	0.296	0.181
SYNE1	gw22t	parietal	msp	late	neuron	0.01254	0.34203	0.48862	1.42856	0.2	0.14
SYT4	gw22t	motor	msp	late	neuron	0	0.37421	0.45993	1.22908	0.617	0.502
TAF11	gw22t	motor	msp	late	rg	0.00648	0.28077	0.35875	1.27777	0.23	0.18
TBCB	gw22t	somatosensory	msp	late	ipc	0	0.97939	2.14187	2.18695	0.503	0.23
TBCB	gw22t	somatosensory	msp	late	neuron	0	1.21958	2.74732	2.25268	0.838	0.372
TBCB	gw22t	somatosensory	msp	late	rg	0	0.93024	2.08941	2.2461	0.721	0.321
TBCC	gw22t	somatosensory	msp	late	neuron	0	0.38069	1.14758	3.01445	0.208	0.069
TBCC	gw22t	somatosensory	msp	late	rg	0	0.25114	0.69511	2.76781	0.155	0.056
TCEAL2	gw22t	motor	msp	late	neuron	0	0.28062	0.34276	1.22143	0.513	0.42
TCEAL4	gw22t	motor	msp	late	neuron	0	0.41727	0.45838	1.09851	0.814	0.741
TCEAL4	gw22t	motor	msp	late	rg	0	0.34452	0.37802	1.09722	0.79	0.72
TCEAL5	gw22t	motor	msp	late	neuron	0	0.42375	0.55844	1.31785	0.539	0.409
TCEAL5	gw22t	motor	msp	late	rg	2e-5	0.32614	0.49201	1.50859	0.439	0.291
TCEB2	gw22t	motor	msp	late	neuron	0	0.50815	0.55518	1.09255	0.909	0.832
TCEB2	gw22t	motor	msp	late	rg	0	0.38328	0.42312	1.10396	0.892	0.808
TCF25	gw22t	motor	msp	late	rg	0.01238	0.29535	0.31583	1.06933	0.509	0.476
TDG	gw22t	motor	msp	late	neuron	0	0.41023	0.52801	1.28709	0.399	0.31
THOC7	gw22t	motor	msp	late	neuron	0	0.37797	0.52798	1.39687	0.447	0.32
THRB	gw22t	motor	msp	late	neuron	0	0.30195	0.99307	3.28882	0.148	0.045
TIMM44	gw22t	motor	msp	late	neuron	0	0.36807	0.76798	2.08652	0.217	0.104
TIMM44	gw22t	motor	msp	late	rg	0	0.41884	0.71578	1.70894	0.229	0.134
TIMM8B	gw22t	motor	msp	late	neuron	0	0.27901	0.30065	1.07757	0.514	0.477
TIMM8B	gw22t	motor	msp	late	rg	9e-5	0.27423	0.30568	1.11466	0.593	0.532
TLE4	gw22t	motor	msp	late	rg	0	0.5663	0.72001	1.27143	0.712	0.56
TMA16	gw22t	motor	msp	late	neuron	0	0.31188	0.58778	1.8846	0.196	0.104
TMA7	gw22t	motor	msp	late	neuron	0	0.41844	0.43618	1.04239	0.959	0.92
TMED2	gw22t	somatosensory	msp	late	neuron	0	0.47981	1.19952	2.49998	0.39	0.156
TMED2	gw22t	somatosensory	msp	late	rg	0	0.38793	0.73031	1.88258	0.465	0.247
TMEM107	gw22t	motor	msp	late	rg	0.05364	0.29951	0.33962	1.13393	0.381	0.336
TMEM147	gw22t	somatosensory	msp	late	neuron	0	0.32812	1.16231	3.54231	0.209	0.059
TMEM147	gw22t	somatosensory	msp	late	rg	0	0.43931	1.04047	2.36841	0.405	0.171
TMEM161B-AS1	gw22t	parietal	msp	late	neuron	0	0.41018	0.52108	1.27038	0.592	0.466
TMEM230	gw22t	somatosensory	msp	late	neuron	0	0.26969	0.44211	1.63934	0.3	0.183
TMEM256	gw22t	motor	msp	late	neuron	0	0.39704	0.71409	1.79855	0.25	0.139
TMEM256	gw22t	motor	msp	late	rg	0	0.40861	0.84866	2.07691	0.351	0.169
TMEM258	gw22t	motor	msp	late	neuron	0	0.6503	0.84891	1.30541	0.748	0.573
TMEM258	gw22t	motor	msp	late	rg	0	0.54557	0.63917	1.17155	0.799	0.682
TMEM59	gw22t	somatosensory	msp	late	rg	0	0.27317	0.34217	1.25256	0.734	0.586
TMEM9B	gw22t	somatosensory	msp	late	neuron	0	0.366	0.75523	2.06348	0.26	0.126
TMEM9B	gw22t	somatosensory	msp	late	rg	0	0.42355	0.74884	1.76799	0.442	0.25
TMSB10	gw22t	motor	msp	late	neuron	0	0.30841	0.30841	1	1	1
TOMM5	gw22t	parietal	msp	late	rg	1e-5	0.32693	0.47405	1.44999	0.348	0.24
TOMM7	gw22t	motor	msp	late	neuron	0	0.48516	0.51174	1.05478	0.905	0.858
TOMM7	gw22t	motor	msp	late	rg	0	0.4594	0.4767	1.03765	0.937	0.903
TPM3	gw22t	motor	msp	late	neuron	0	0.2735	0.31721	1.15982	0.537	0.463
TRA2B	gw22t	motor	msp	late	rg	7.1e-4	0.3091	0.36351	1.17602	0.461	0.392
TRIM36	gw22t	motor	msp	late	neuron	0	0.34194	0.47846	1.39928	0.389	0.278
TSC22D1	gw22t	somatosensory	msp	late	neuron	0	0.28024	0.33568	1.19785	0.781	0.652
TSC22D4	gw22t	somatosensory	msp	late	rg	0.03207	0.29498	0.46329	1.57058	0.267	0.17
TSPAN3	gw22t	somatosensory	msp	late	rg	0.00216	0.25918	0.36615	1.41275	0.421	0.298
TSPO	gw22t	somatosensory	msp	late	neuron	0	0.57787	2.3326	4.03654	0.331	0.082
TSPO	gw22t	somatosensory	msp	late	rg	0	0.70117	1.79225	2.55611	0.501	0.196
TUBA1A	gw22t	somatosensory	msp	late	neuron	0	0.25385	0.25385	1	1	1
TUBB	gw22t	somatosensory	msp	late	neuron	0	0.35659	0.35875	1.0060500000000001	0.997	0.991
TUBB2A	gw22t	somatosensory	msp	late	ipc	0	0.68678	1.72201	2.50738	0.509	0.203
TUBB2A	gw22t	somatosensory	msp	late	neuron	0	0.5859	0.84303	1.43886	0.859	0.597
TUBB2A	gw22t	somatosensory	msp	late	rg	0	0.65667	1.73428	2.64101	0.515	0.195
TUBB2B	gw22t	somatosensory	msp	late	neuron	0	0.4372	0.43764	1.00101	0.995	0.994
TUBB2B	gw22t	somatosensory	msp	late	rg	0	0.34313	0.34488	1.00512	0.982	0.977
TUFM	gw22t	somatosensory	msp	late	neuron	0	0.467	0.80419	1.72202	0.477	0.277
TUFM	gw22t	somatosensory	msp	late	rg	0	0.41409	0.65917	1.59183	0.546	0.343
TXNDC16	gw22t	motor	msp	late	neuron	0	0.39695	0.83032	2.09172	0.228	0.109
UBE2D3	gw22t	somatosensory	msp	late	neuron	0	0.32467	0.5088	1.56711	0.467	0.298
UBE2I	gw22t	somatosensory	msp	late	neuron	0	0.37764	0.73665	1.95066	0.435	0.223
UBE2I	gw22t	somatosensory	msp	late	rg	0	0.33643	0.58588	1.74145	0.357	0.205
UBE2N	gw22t	somatosensory	msp	late	neuron	0	0.28791	0.4199	1.45844	0.544	0.373
UBE2V1	gw22t	motor	msp	late	neuron	0	0.25351	0.33762	1.33177	0.285	0.214
UBL5	gw22t	motor	msp	late	ipc	0.02066	0.56661	0.76164	1.34421	0.824	0.613
UBL5	gw22t	motor	msp	late	neuron	0	0.54765	0.60694	1.10827	0.911	0.822
UBL5	gw22t	motor	msp	late	rg	0	0.45014	0.46538	1.03386	0.916	0.886
UNC50	gw22t	somatosensory	msp	late	rg	1.4e-4	0.31895	0.51763	1.62294	0.297	0.183
UPF2	gw22t	motor	msp	late	neuron	0	0.30953	0.44325	1.43203	0.295	0.206
UQCR10	gw22t	pfc	pfc	late	neuron	3e-5	1.1771	1.39735	1.18711	0.958	0.807
UQCR10	gw22t	motor	msp	late	neuron	0	0.30444	0.32373	1.06337	0.839	0.789
UQCR10	gw22t	motor	msp	late	rg	0	0.32344	0.3499	1.08182	0.833	0.77
UQCR11	gw22t	motor	msp	late	ipc	4.3e-4	0.73032	1.14252	1.56441	0.765	0.489
UQCR11	gw22t	motor	msp	late	neuron	0	0.67708	0.81286	1.20054	0.886	0.738
UQCR11	gw22t	motor	msp	late	rg	0	0.73734	0.89262	1.21059	0.914	0.755
UQCRC1	gw22t	somatosensory	msp	late	neuron	0	0.32356	0.56863	1.75739	0.297	0.169
UQCRC1	gw22t	somatosensory	msp	late	rg	0	0.37597	0.63879	1.69907	0.367	0.216
UQCRHL	gw22t	parietal	msp	late	neuron	1e-5	0.28212	0.34328	1.21678	0.348	0.286
UQCRQ	gw22t	motor	msp	late	neuron	0	0.50088	0.55072	1.09949	0.873	0.794
UQCRQ	gw22t	motor	msp	late	rg	0	0.36338	0.38732	1.06587	0.89	0.835
USMG5	gw22t	motor	msp	late	ipc	0	0.79096	1.45446	1.83885	0.833	0.453
USMG5	gw22t	motor	msp	late	neuron	0	0.93386	1.2351	1.32258	0.943	0.713
USMG5	gw22t	motor	msp	late	rg	0	0.83447	1.11912	1.34112	0.861	0.642
VAMP2	gw22t	somatosensory	msp	late	neuron	0	0.62713	0.86283	1.37585	0.809	0.588
VAMP2	gw22t	somatosensory	msp	late	rg	0	0.28671	0.42075	1.46749	0.474	0.323
VCAN	gw22t	parietal	msp	late	neuron	0	0.48681	0.67994	1.39672	0.426	0.305
VIMP	gw22t	motor	msp	late	rg	0.00981	0.26138	0.29379	1.12403	0.29	0.258
VKORC1	gw22t	somatosensory	msp	late	rg	0.00203	0.26788	0.48354	1.80507	0.213	0.118
VSTM2L	gw22t	motor	msp	late	neuron	0	0.27569	0.37949	1.37651	0.34	0.247
VTI1B	gw22t	somatosensory	msp	late	neuron	0	0.29583	0.6146	2.07757	0.241	0.116
VTI1B	gw22t	somatosensory	msp	late	rg	1e-5	0.27225	0.57029	2.09471	0.199	0.095
WBP5	gw22t	motor	msp	late	neuron	0	0.31374	0.41282	1.31579	0.45	0.342
WBP5	gw22t	motor	msp	late	rg	0	0.3938	0.50757	1.28893	0.745	0.578
WDR70	gw22t	motor	msp	late	neuron	0	0.39666	0.87662	2.20998	0.221	0.1
WDR70	gw22t	motor	msp	late	rg	2.2e-4	0.32723	0.62956	1.92389	0.177	0.092
XPO1	gw22t	pfc	pfc	late	neuron	0.08794	0.93808	1.11676	1.19047	0.25	0.21
XRN2	gw22t	motor	msp	late	neuron	0	0.30354	0.39012	1.28522	0.374	0.291
YAF2	gw22t	motor	msp	late	neuron	0	0.38651	0.62152	1.60803	0.32	0.199
YAF2	gw22t	motor	msp	late	rg	0	0.52815	0.89742	1.69918	0.418	0.246
YIF1A	gw22t	somatosensory	msp	late	rg	0	0.30418	0.47782	1.57083	0.377	0.24
YWHAE	gw22t	motor	msp	late	neuron	0	0.29535	0.30302	1.02596	0.988	0.963
YWHAE	gw22t	motor	msp	late	rg	0	0.29754	0.30123	1.0124	0.98	0.968
YWHAQ	gw22t	somatosensory	msp	late	neuron	0	0.40413	0.71741	1.77519	0.687	0.387
YWHAQ	gw22t	somatosensory	msp	late	rg	0	0.50763	0.84452	1.66365	0.737	0.443
Z83001.1	gw22t	motor	msp	late	rg	0	0.47005	0.82769	1.76086	0.405	0.23
ZBTB18	gw22t	parietal	msp	late	neuron	0	0.38645	0.43361	1.12202	0.754	0.672
ZNF428	gw22t	somatosensory	msp	late	neuron	0	0.27704	0.6926	2.49998	0.33	0.132
ZNF593	gw22t	somatosensory	msp	late	neuron	0	0.26954	0.89619	3.32492	0.133	0.04
ZNF770	gw22t	somatosensory	msp	late	rg	0	0.31163	0.55192	1.77107	0.294	0.166
ZSCAN16-AS1	gw22t	motor	msp	late	neuron	0	0.36789	0.58753	1.597	0.214	0.134
ZSCAN16-AS1	gw22t	motor	msp	late	rg	0	0.45885	0.81158	1.76874	0.283	0.16
ZSWIM7	gw22t	somatosensory	msp	late	neuron	0	0.25107	0.4459	1.77599	0.222	0.125
AAK1	gw25	motor	msp	late	neuron	0	0.35976	0.63218	1.75723	0.304	0.173
AAK1	gw25	somatosensory	msp	late	neuron	0	0.3816	0.75644	1.98225	0.335	0.169
AAK1	gw25	temporal	temporal	late	neuron	0	0.65088	1.12494	1.72832	0.299	0.173
AASDHPPT	gw25	temporal	temporal	late	neuron	0.02502	0.32494	0.31078	0.95643	0.439	0.459
AC004158.3	gw25	motor	msp	late	neuron	0	0.73114	1.77749	2.43114	0.406	0.167
AC004158.3	gw25	somatosensory	msp	late	neuron	0	0.44989	0.98704	2.19394	0.362	0.165
AC004158.3	gw25	temporal	temporal	late	neuron	0	0.78556	1.55242	1.97619	0.332	0.168
AC090498.1	gw25	parietal	msp	late	neuron	0	0.65253	1.31681	2.01802	0.448	0.222
AC090498.1	gw25	parietal	msp	late	rg	0	0.25325	0.3902	1.54079	0.51	0.331
AC159540.1	gw25	temporal	temporal	late	neuron	0	0.43696	0.57372	1.31297	0.172	0.131
ACADM	gw25	motor	msp	late	rg	0.00783	0.27229	0.36878	1.35438	0.386	0.285
ACAT2	gw25	pfc	pfc	late	neuron	0	0.41651	0.55453	1.33138	0.683	0.513
ACAT2	gw25	pfc	pfc	late	rg	0	0.27758	0.22738	0.81913	0.394	0.481
ACP1	gw25	temporal	temporal	late	rg	5.9e-4	0.25672	0.19399	0.75564	0.201	0.266
ACSBG1	gw25	pfc	pfc	late	rg	0	0.27215	0.39121	1.43748	0.115	0.08
ACSL4	gw25	motor	msp	late	neuron	7e-5	0.2538	0.45572	1.79561	0.246	0.137
ACSL4	gw25	temporal	temporal	late	neuron	0	0.45975	0.67296	1.46376	0.202	0.138
ACTR3B	gw25	pfc	pfc	late	neuron	0	0.28616	0.47202	1.64948	0.32	0.194
ACVR2A	gw25	temporal	temporal	late	neuron	0	0.53733	1.07464	1.99998	0.172	0.086
ADD3	gw25	temporal	temporal	late	rg	1e-5	0.78318	1.1126	1.42061	0.51	0.359
ADGRB3	gw25	temporal	temporal	late	neuron	0	0.66083	1.42375	2.15447	0.265	0.123
ADGRB3	gw25	temporal	temporal	late	rg	4.3e-4	0.38489	0.34835	0.90506	0.143	0.158
ADGRG1	gw25	temporal	temporal	late	rg	0.02285	0.33959	0.34948	1.02912	0.318	0.309
ADGRL1	gw25	temporal	temporal	late	neuron	1e-5	0.33575	0.46889	1.39654	0.162	0.116
ADGRL3	gw25	temporal	temporal	late	neuron	0	0.50377	0.64069	1.27179	0.248	0.195
ADGRV1	gw25	motor	msp	late	rg	0.00127	0.26723	0.31303	1.17137	0.581	0.496
ADGRV1	gw25	temporal	temporal	late	rg	0	0.40298	0.36598	0.90818	0.455	0.501
ADIRF	gw25	temporal	temporal	late	rg	0	1.11066	11.45943	10.31771	0.227	0.022
ADSS	gw25	temporal	temporal	late	neuron	0	0.38268	0.4228	1.10483	0.137	0.124
AFF3	gw25	pfc	pfc	late	ipc	0.0498	0.64827	1.61816	2.49612	0.322	0.129
AFF3	gw25	motor	msp	late	neuron	0	0.45051	0.71988	1.5979	0.457	0.286
AFF4	gw25	somatosensory	msp	late	neuron	0	0.34103	0.65902	1.93243	0.286	0.148
AFF4	gw25	motor	msp	late	neuron	0.00577	0.27119	0.42487	1.56666	0.235	0.15
AFF4	gw25	temporal	temporal	late	neuron	0	0.35879	0.41582	1.15893	0.175	0.151
AGGF1	gw25	temporal	temporal	late	rg	0.00137	0.36004	0.36004	0.99999	0.182	0.182
AGT	gw25	temporal	temporal	late	rg	0	1.49648	3.8572	2.57752	0.665	0.258
AGTPBP1	gw25	temporal	temporal	late	neuron	0	0.61474	1.02457	1.66667	0.31	0.186
AHCYL1	gw25	somatosensory	msp	late	rg	0	0.3124	0.68033	2.17778	0.392	0.18
AHCYL1	gw25	temporal	temporal	late	rg	0.00469	0.73012	1.18316	1.62051	0.316	0.195
AHI1	gw25	temporal	temporal	late	neuron	0	0.67378	1.56134	2.31729	0.241	0.104
AIMP1	gw25	temporal	temporal	late	neuron	0	0.29449	0.25704	0.87283	0.151	0.173
AK1	gw25	pfc	pfc	late	neuron	0	0.40048	0.57977	1.44769	0.595	0.411
AK5	gw25	temporal	temporal	late	neuron	0	0.84583	3.90109	4.61215	0.226	0.049
AKAP11	gw25	temporal	temporal	late	neuron	0	0.27204	0.27063	0.99481	0.192	0.193
AKAP12	gw25	motor	msp	late	rg	0	0.30238	0.37727	1.24769	0.675	0.541
AKAP12	gw25	temporal	temporal	late	neuron	0	0.3188	0.33845	1.06164	0.155	0.146
AKAP17A	gw25	motor	msp	late	neuron	0.02429	0.25069	0.5387	2.14889	0.101	0.047
AKAP6	gw25	temporal	temporal	late	neuron	0	0.31778	0.36601	1.15178	0.129	0.112
AKAP7	gw25	pfc	pfc	late	neuron	0	0.42982	0.80234	1.86667	0.42	0.225
AKAP8L	gw25	somatosensory	msp	late	neuron	0	0.35646	0.88919	2.49448	0.227	0.091
AKAP9	gw25	motor	msp	late	neuron	0	0.42277	0.51776	1.2247	0.714	0.583
AKAP9	gw25	somatosensory	msp	late	neuron	0	0.2772	0.33683	1.21515	0.706	0.581
AKAP9	gw25	temporal	temporal	late	neuron	0	0.52799	0.59489	1.12671	0.658	0.584
AKAP9	gw25	temporal	temporal	late	rg	0	0.57405	0.60573	1.05519	0.325	0.308
AKT3	gw25	temporal	temporal	late	neuron	1e-5	0.49594	0.65481	1.32035	0.305	0.231
ALCAM	gw25	temporal	temporal	late	rg	1.2e-4	0.75921	1.59674	2.10317	0.265	0.126
ALCAM	gw25	temporal	temporal	late	neuron	0	0.78881	2.494	3.16172	0.215	0.068
ALDH2	gw25	temporal	temporal	late	rg	0	0.49031	0.45157	0.92098	0.338	0.367
ALDH6A1	gw25	temporal	temporal	late	rg	0.0139	0.36622	0.37784	1.03174	0.26	0.252
ALDH9A1	gw25	temporal	temporal	late	rg	3.2e-4	0.42251	0.42543	1.00689	0.292	0.29
ALDOC	gw25	somatosensory	msp	late	rg	0	0.28457	0.40281	1.41549	0.804	0.568
AMER2	gw25	motor	msp	late	neuron	0	0.45526	0.87801	1.92857	0.324	0.168
AMER2	gw25	somatosensory	msp	late	neuron	0	0.37252999999999997	0.76087	2.04242	0.337	0.165
AMER2	gw25	temporal	temporal	late	neuron	0	0.30048	0.30751	1.02339	0.175	0.171
ANGPTL1	gw25	motor	msp	late	rg	0	0.34863	0.96663	2.77269	0.183	0.066
ANK2	gw25	temporal	temporal	late	neuron	0	0.50468	0.54343	1.07678	0.589	0.547
ANK2	gw25	motor	msp	late	rg	0	0.29344	0.42563	1.45048	0.454	0.313
ANK2	gw25	motor	msp	late	neuron	0.04956	0.2568	0.28978	1.12844	0.615	0.545
ANK2	gw25	temporal	temporal	late	rg	9e-5	0.28356	0.15978	0.56347	0.182	0.323
ANK3	gw25	motor	msp	late	neuron	0	0.52006	0.84313	1.62121	0.535	0.33
ANK3	gw25	temporal	temporal	late	neuron	0	0.73809	1.13175	1.53333	0.506	0.33
ANKIB1	gw25	temporal	temporal	late	rg	0.0052	0.2802	0.21652	0.77272	0.136	0.176
ANKRD11	gw25	somatosensory	msp	late	neuron	0	0.35956	0.66912	1.86096	0.348	0.187
ANKRD11	gw25	temporal	temporal	late	neuron	1e-5	0.46805	0.61998	1.32461	0.253	0.191
ANKRD36	gw25	temporal	temporal	late	neuron	0	0.38246	0.40541	1.06	0.318	0.3
ANKRD36C	gw25	temporal	temporal	late	neuron	0	0.29567	0.26977	0.91238	0.302	0.331
ANKRD46	gw25	pfc	pfc	late	neuron	0	0.27029	0.37472	1.38636	0.427	0.308
ANKRD49	gw25	motor	msp	late	neuron	0.00597	0.2834	0.52923	1.86745	0.155	0.083
ANKRD50	gw25	temporal	temporal	late	neuron	0	0.4664	0.75652	1.62203	0.206	0.127
AP1AR	gw25	motor	msp	late	neuron	3e-5	0.44529	0.93944	2.10973	0.173	0.082
AP1AR	gw25	temporal	temporal	late	neuron	2e-5	0.30897	0.43034	1.39284	0.117	0.084
AP1M1	gw25	temporal	temporal	late	neuron	0.0062	0.26925	0.3029	1.12499	0.117	0.104
AP1S1	gw25	pfc	pfc	late	neuron	0	0.32453	0.43364	1.33621	0.62	0.464
AP2B1	gw25	motor	msp	late	neuron	0	0.49128	0.88708	1.80565	0.511	0.283
AP2B1	gw25	somatosensory	msp	late	neuron	0	0.48316	0.93157	1.92806	0.536	0.278
AP2B1	gw25	temporal	temporal	late	neuron	0	0.50876999999999994	0.66353	1.3042	0.373	0.286
AP2B1	gw25	pfc	pfc	late	rg	0	0.82194	1.17554	1.4302	0.502	0.351
AP2B1	gw25	somatosensory	msp	late	rg	0	0.27389	0.54626	1.99444	0.718	0.36
AP2B1	gw25	motor	msp	late	rg	0	0.26917	0.39231	1.45744	0.548	0.376
AP2M1	gw25	pfc	pfc	late	neuron	0	0.31873	0.38386	1.20433	0.778	0.646
AP2S1	gw25	pfc	pfc	late	neuron	0	0.29347	0.38995	1.32874	0.578	0.435
APC	gw25	motor	msp	late	neuron	0	0.35005	0.46874	1.33907	0.545	0.407
APC	gw25	temporal	temporal	late	neuron	0	0.62336	0.81328	1.30467	0.531	0.407
APC	gw25	motor	msp	late	rg	0	0.35025	0.45424	1.2969	0.712	0.549
APC	gw25	somatosensory	msp	late	rg	0	0.28313	0.44213	1.56157	0.837	0.536
APC	gw25	temporal	temporal	late	rg	1.3e-4	0.3865	0.40036	1.03584	0.578	0.558
APOE	gw25	temporal	temporal	late	rg	0	1.18307	1.49887	1.26694	0.935	0.738
APOE	gw25	pfc	pfc	late	rg	0	0.42913	0.39844	0.92848	0.701	0.755
APP	gw25	somatosensory	msp	late	neuron	0	0.27063	0.31567	1.16642	0.778	0.667
APP	gw25	motor	msp	late	neuron	0.00253	0.2739	0.30219	1.10329	0.737	0.668
APPL1	gw25	motor	msp	late	neuron	0.03388	0.26936	0.42449	1.57594	0.249	0.158
AQP4	gw25	motor	msp	late	rg	0	0.47616000000000003	0.60861	1.27816	0.749	0.586
AQP4	gw25	somatosensory	msp	late	rg	0	0.60874	0.9232	1.51658	0.869	0.573
AQP4	gw25	temporal	temporal	late	rg	0	1.22285	1.7186	1.40541	0.832	0.592
ARF5	gw25	pfc	pfc	late	neuron	0	0.30539	0.40266	1.31849	0.592	0.449
ARF5	gw25	parietal	msp	late	rg	0	0.26177	0.44629	1.70492	0.416	0.244
ARGLU1	gw25	motor	msp	late	neuron	0	0.27945	0.33295	1.19141	0.666	0.559
ARGLU1	gw25	somatosensory	msp	late	neuron	0	0.36168	0.46641	1.28957	0.717	0.556
ARGLU1	gw25	temporal	temporal	late	neuron	0.00201	0.31808	0.31185	0.98043	0.551	0.562
ARHGAP18	gw25	somatosensory	msp	late	neuron	0	0.27326	0.72868	2.6666	0.112	0.042
ARHGAP21	gw25	motor	msp	late	rg	2.7e-4	0.28584	0.37122	1.2987	0.4	0.308
ARHGAP35	gw25	temporal	temporal	late	neuron	0	0.29882	0.31344	1.04894	0.15	0.143
ARHGAP5	gw25	motor	msp	late	rg	0	0.30273	0.3824	1.26316	0.624	0.494
ARHGEF12	gw25	temporal	temporal	late	neuron	0	0.56594	0.80495	1.42233	0.293	0.206
ARHGEF6	gw25	motor	msp	late	rg	0	0.35457	0.603	1.70064	0.267	0.157
ARID1B	gw25	temporal	temporal	late	neuron	7.6e-4	0.29916	0.41234	1.37836	0.102	0.074
ARID4B	gw25	motor	msp	late	neuron	0.01048	0.25573	0.33816	1.32231	0.32	0.242
ARID5B	gw25	temporal	temporal	late	neuron	0	0.50479	1.48211	2.93611	0.138	0.047
ARL2	gw25	pfc	pfc	late	neuron	0	0.3442	0.5912	1.71759	0.371	0.216
ARL4A	gw25	temporal	temporal	late	neuron	0	0.28524	0.26869	0.94198	0.276	0.293
ARL4C	gw25	somatosensory	msp	late	neuron	0	0.49647	1.18786	2.39259	0.323	0.135
ARL6IP1	gw25	pfc	pfc	late	neuron	0	0.33257	0.40989	1.23248	0.721	0.585
ARL6IP5	gw25	pfc	pfc	late	neuron	0	0.27653	0.37275	1.34795	0.492	0.365
ARL8A	gw25	motor	msp	late	neuron	0	0.36276	0.65849	1.81522	0.334	0.184
ARL8A	gw25	temporal	temporal	late	neuron	0	0.43843	0.58062	1.32432	0.245	0.185
ARPC2	gw25	pfc	pfc	late	neuron	0	0.35302	0.42268	1.19733	0.807	0.674
ARPC5	gw25	pfc	pfc	late	neuron	0	0.35637	0.4188	1.17517	0.852	0.725
ARPP21	gw25	temporal	temporal	late	neuron	0	0.45495	0.48396	1.06376	0.684	0.643
ARRDC3	gw25	parietal	msp	late	rg	0	0.53272	1.38336	2.59677	0.322	0.124
ASCL1	gw25	somatosensory	msp	late	rg	0	0.25229	0.48913	1.93878	0.285	0.147
ASH1L	gw25	somatosensory	msp	late	neuron	1.6e-4	0.271	0.36455	1.34519	0.378	0.281
ASH1L	gw25	temporal	temporal	late	neuron	0	0.3239	0.31708	0.97894	0.279	0.285
ASTN1	gw25	temporal	temporal	late	neuron	1e-5	0.36127	0.84033	2.32604	0.107	0.046
ASXL1	gw25	somatosensory	msp	late	neuron	0	0.2851	0.63101	2.2133	0.166	0.075
ASXL3	gw25	temporal	temporal	late	neuron	0	0.38716	0.40741	1.05232	0.181	0.172
ATAT1	gw25	pfc	pfc	late	neuron	0	0.30803	0.39025	1.26692	0.674	0.532
ATF3	gw25	parietal	msp	late	rg	0	0.32304	0.53929	1.66942	0.404	0.242
ATF7IP	gw25	motor	msp	late	neuron	0	0.37592	0.78822	2.09677	0.26	0.124
ATF7IP	gw25	motor	msp	late	rg	8e-5	0.28221	0.42827	1.51759	0.302	0.199
ATF7IP	gw25	somatosensory	msp	late	neuron	0	0.27384	0.53197	1.94261	0.237	0.122
ATP1A2	gw25	temporal	temporal	late	rg	1e-5	0.54724	0.61985	1.13268	0.461	0.407
ATP1B2	gw25	somatosensory	msp	late	rg	0	0.27852	0.50133	1.8	0.666	0.37
ATP2B4	gw25	temporal	temporal	late	rg	0.00369	0.25596	0.16519	0.64539	0.091	0.141
ATP5E	gw25	pfc	pfc	late	ipc	4e-5	0.57174	0.82663	1.44583	0.814	0.563
ATP5E	gw25	temporal	temporal	late	neuron	0	0.44081	0.44916	1.01896	0.806	0.791
ATP5I	gw25	pfc	pfc	late	ipc	0.00105	0.65369	1.03124	1.57757	0.661	0.419
ATP5I	gw25	somatosensory	msp	late	ipc	0	0.25368	0.30946	1.2199	0.466	0.382
ATP5I	gw25	motor	msp	late	neuron	0	0.27555	0.35403	1.28481	0.609	0.474
ATP5I	gw25	somatosensory	msp	late	neuron	0	0.37539	0.53114	1.41489	0.665	0.47
ATP5I	gw25	temporal	temporal	late	neuron	0	0.49718	0.57447	1.15546	0.55	0.476
ATP5I	gw25	pfc	pfc	late	rg	0	0.57497	0.59889	1.0416	0.651	0.625
ATP5J2	gw25	parietal	msp	late	neuron	0	0.28785	0.34034	1.18234	0.616	0.521
ATP5L	gw25	parietal	msp	late	neuron	0	0.27707	0.29785	1.07496	0.76	0.707
ATP6AP2	gw25	temporal	temporal	late	rg	0.00185	0.25151	0.21265	0.84547	0.383	0.453
ATP6V0A1	gw25	somatosensory	msp	late	neuron	0	0.25929	0.42155	1.62581	0.252	0.155
ATP6V0A1	gw25	temporal	temporal	late	neuron	0	0.48445	0.74531	1.53845	0.24	0.156
ATP6V0B	gw25	pfc	pfc	late	neuron	0	0.32568	0.40551	1.2451	0.762	0.612
ATP6V1F	gw25	parietal	msp	late	rg	0	0.2774	0.44195	1.59317	0.513	0.322
ATP8A2	gw25	motor	msp	late	neuron	0	0.35538	0.66373	1.86765	0.254	0.136
ATP9A	gw25	temporal	temporal	late	neuron	0	0.39921	0.48121	1.2054	0.223	0.185
ATPIF1	gw25	temporal	temporal	late	neuron	0	0.50237	0.53612	1.06716	0.572	0.536
ATRX	gw25	motor	msp	late	neuron	0	0.25083	0.27095	1.08022	0.781	0.723
