# From df_markers_by_cell_type_and_indiv.txt.
# Expanded metadata and filtered for excitatory lineage cells (rg, ipc, neuron).
# See `compare_markers_MAST_wilcox.Rmd`
# [2020-11-28]
# 
gene	p_val_adj	avg_logfc	gene.score	gene.ratio	pct.1	pct.2	p_val	stage_area	area	individual	celltype_stage	celltype_region	cell_type	file	stage_region	stage	region
SEPT2	0	0.33785	0.56706	1.67843	0.856	0.51	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
DCXR	0	0.25023	0.48594	1.94199	0.703	0.362	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
HMGN3	0	0.29642	0.3798	1.28129	0.952	0.743	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ANXA6	0	0.26536	0.50855	1.91643	0.665	0.347	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
NDRG2	0	0.31395	0.58584	1.86603	0.78	0.418	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TAGLN2	0	0.40249	0.67109	1.66733	0.837	0.502	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
EZR	0	0.40935	0.66963	1.63586	0.885	0.541	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
VCP	0	0.26872	0.48767	1.81481	0.833	0.459	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MAGED2	0	0.39899	0.58829	1.47446	0.895	0.607	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CPNE2	0	0.25845	0.5102	1.97403	0.608	0.308	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
FGFBP3	0	0.28554	0.51861	1.81623	0.761	0.419	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PON2	0	0.35985	0.5721	1.58984	0.876	0.551	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
HSPA5	0	0.40034	0.62878	1.57061	0.823	0.524	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CD63	0	0.34759	0.52083	1.49838	0.923	0.616	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TMBIM6	0	0.31559	0.4611	1.46106	0.938	0.642	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ENO1	0	0.3771	0.59947	1.5897	0.895	0.563	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
QKI	0	0.37543	0.62454	1.66353	0.885	0.532	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
GNB2	0	0.28474	0.48046	1.68737	0.842	0.499	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
EFNB2	0	0.34716	0.55152	1.58868	0.842	0.53	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
GAS1	0	0.57894	1.22861	2.12217	0.469	0.221	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ARHGAP21	0	0.27323	0.4724	1.72895	0.842	0.487	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PDIA6	0	0.26408	0.46878	1.77511	0.813	0.458	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MFGE8	0	0.26859	0.51938	1.93377	0.584	0.302	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
LYN	0	0.28184	0.69946	2.48175	0.34	0.137	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TSPAN3	0	0.32228	0.51841	1.60854	0.904	0.562	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
SON	0	0.33135	0.53645	1.61896	0.871	0.538	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MLF2	0	0.26754	0.45702	1.70825	0.89	0.521	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
NCAN	0	0.2818	0.54234	1.92458	0.689	0.358	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
EEF2	0	0.33493	0.37922	1.13225	0.976	0.862	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
DBI	0	0.33542	0.40015	1.19298	0.952	0.798	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
SRRM2	0	0.28663	0.48196	1.68147	0.871	0.518	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
LDHA	0	0.42997	0.68964	1.60394	0.895	0.558	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
STK17A	0	0.25202	0.52031	2.06452	0.512	0.248	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CLNS1A	0	0.29161	0.47883	1.64207	0.89	0.542	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PTN	0	0.42945	0.45708	1.06434	0.976	0.917	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
METRN	0	0.32849	0.57254	1.74291	0.861	0.494	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
EGFR	0	0.25039	0.69179	2.76289	0.268	0.097	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
C1orf122	0	0.27837	0.47615	1.71047	0.833	0.487	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
HOPX	0	0.45938	0.66796	1.45406	0.823	0.566	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CD81	0	0.33169	0.43381	1.30791	0.943	0.721	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
SNX3	0	0.32508	0.47105	1.44901	0.952	0.657	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PCBP2	0	0.26622	0.44205	1.66048	0.895	0.539	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
IGFBP2	0	0.38785	0.54916	1.41592	0.943	0.666	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PTPRZ1	0	0.35103	0.46943	1.33728	0.904	0.676	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PGAM1	0	0.29435	0.49587	1.68462	0.876	0.52	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
SYNE2	0	0.27173	0.46288	1.70348	0.833	0.489	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TSPAN5	0	0.25059	0.42815	1.70858	0.856	0.501	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
KLF6	0	0.30705	0.50279	1.63747	0.804	0.491	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
C1orf61	0	0.32404	0.36352	1.12184	0.976	0.87	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ACAT2	0	0.36891	0.60119	1.62963	0.88	0.54	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MDK	0	0.30941	0.40955	1.32365	0.957	0.723	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CD9	0	0.25369	0.48957	1.92982	0.55	0.285	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
FAM213A	0	0.27011	0.45127	1.67066	0.837	0.501	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
FAM107A	0	0.36513	0.65611	1.79692	0.584	0.325	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TPI1	0	0.33894	0.46685	1.37739	0.938	0.681	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PSIP1	0	0.28208	0.42496	1.50656	0.919	0.61	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
SAT1	0	0.37328	0.59929	1.60549	0.761	0.474	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CARHSP1	0	0.37075	0.51974	1.40187	0.9	0.642	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
AC090498.1	0	0.25352	0.36876	1.45455	0.928	0.638	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
FAM84A	0	0.26098	0.51737	1.98238	0.45	0.227	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ANXA1	0	0.37828	0.83437	2.20567	0.311	0.141	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CSTB	0	0.27333	0.44667	1.63415	0.871	0.533	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
HSP90B1	0	0.3053	0.48497	1.58847	0.799	0.503	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
DAD1	0	0.25489	0.40506	1.58916	0.909	0.572	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
H1F0	0	0.30125	0.46886	1.55638	0.842	0.541	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MT2A	2e-5	0.26959	0.42372	1.57171	0.789	0.502	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CRH	3e-5	0.39138	0.89786	2.29412	0.273	0.119	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
TUBB4B	4e-5	0.26632	0.4198	1.57627	0.837	0.531	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CST3	8e-5	0.57424	0.73633	1.28227	0.904	0.705	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
PMP2	1e-4	0.52037	0.94221	1.81068	0.373	0.206	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
CXCL12	1.5e-4	0.29598	0.60482	2.04348	0.282	0.138	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
MSMO1	1.6e-4	0.27859	0.39825	1.42953	0.852	0.596	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ID1	4.9e-4	0.2669	0.56969	2.13445	0.254	0.119	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
FABP7	0.00106	0.2923	0.29406	1.00604	1	0.994	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
ARC	0.01346	0.28607	0.48836	1.70714	0.478	0.28	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
JUNB	0.01665	0.35754	0.59363	1.66031	0.435	0.262	0	mid_parietal	parietal	gw19_2	rg_mid	rg_msp	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_msp	mid	msp
LIX1	0	0.66561	7.34837	11.04	0.552	0.05	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
BCYRN1	0	0.67774	6.19652	9.14286	0.576	0.063	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
S100A16	0	1.07089	5.04565	4.71166	0.768	0.163	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LAMP5	0	0.81867	3.18111	3.88571	0.68	0.175	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
S100A13	0	0.75641	2.88653	3.81609	0.664	0.174	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CHRDL1	0	0.58657	2.92704	4.9901	0.504	0.101	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CXCL14	0	0.70949	3.74367	5.2766	0.496	0.094	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SNHG25	0	0.44279	2.20314	4.97561	0.408	0.082	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
S100A6	0	0.58345	1.95328	3.34783	0.616	0.184	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RAMP3	0	0.27967	1.80893	6.46809	0.304	0.047	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LRRC10B	0	0.60107	2.2849	3.80142	0.536	0.141	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CLDN10	0	0.417	1.91124	4.58333	0.44	0.096	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SPARCL1	0	0.92488	3.83163	4.14286	0.464	0.112	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
DIO2	0	0.79646	3.00116	3.76812	0.52	0.138	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CD9	0	0.89814	2.29419	2.55439	0.728	0.285	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
AP2B1	0	0.56294	1.39764	2.48276	0.792	0.319	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CYBA	0	0.4551	1.35922	2.98667	0.672	0.225	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ANXA2	0	0.62971	1.51286	2.40248	0.776	0.323	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TNC	0	0.68847	1.84342	2.67755	0.656	0.245	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NKAIN4	0	0.6498	1.99728	3.07368	0.584	0.19	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MGLL	0	0.64565	1.61195	2.49664	0.744	0.298	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CRYM	0	0.65431	2.13139	3.25749	0.544	0.167	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
VIM	0	0.70215	0.74087	1.05514	0.976	0.925	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
FAM107A	0	0.70725	1.65387	2.33846	0.76	0.325	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GLIPR2	0	0.35278	1.27673	3.61905	0.456	0.126	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PLEKHB1	0	0.47294	1.44031	3.04545	0.536	0.176	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
MT3	0	0.78606	1.37713	1.75194	0.904	0.516	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PLTP	0	0.52789	1.35744	2.57143	0.648	0.252	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
C1QTNF3	0	0.49619	1.66552	3.35664	0.48	0.143	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RORB	0	0.27571	0.92497	3.35484	0.52	0.155	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
HOPX	0	0.87293	1.31625	1.50785	0.864	0.573	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CD82	0	0.44808	1.55972	3.48092	0.456	0.131	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CD99	0	0.82028	1.31984	1.60902	0.856	0.532	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
LGALS1	0	0.76391	1.45572	1.90562	0.848	0.445	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
F3	0	0.55348	1.38809	2.50794	0.632	0.252	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CSPG5	0	0.64538	1.23673	1.91628	0.824	0.43	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
ACSBG1	0	0.4043	1.56915	3.88119	0.392	0.101	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
FAM181B	0	0.6144	1.36451	2.2209	0.744	0.335	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PEA15	0	0.77885	1.12933	1.45	0.928	0.64	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
GPM6B	0	0.73991	0.91191	1.2324600000000001	0.896	0.727	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
WLS	0	0.4178	1.54508	3.69811	0.392	0.106	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
RAB31	0	0.39865	1.09528	2.74747	0.544	0.198	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PLA2G16	0	0.25809	0.96082	3.72277	0.376	0.101	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
CAV2	0	0.32747	1.35961	4.1519	0.328	0.079	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
NOVA1	0	0.40442	0.90399	2.23529	0.76	0.34	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SLC1A2	0	0.48452	1.21492	2.50746	0.672	0.268	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PSAT1	0	0.68776	1.13216	1.64615	0.856	0.52	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
METRN	0	0.65398	1.13735	1.73913	0.88	0.506	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
S100B	0	0.5096	1.52566	2.99387	0.488	0.163	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
PON2	0	0.6785	1.03161	1.52043	0.856	0.563	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
TRIM47	0	0.38933	1.13423	2.91329	0.504	0.173	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
BTBD17	0	0.44233	1.18488	2.67873	0.592	0.221	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
SLCO1C1	0	0.46044	1.06568	2.31447	0.736	0.318	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
THSD7A	0	0.30359	0.84365	2.77895	0.528	0.19	0	mid_pfc	pfc	gw19_2	rg_mid	rg_pfc	rg	gw19_2_neocortex_rg_byarea_clustermarkers.txt	mid_pfc	mid	pfc
